DAUID,Pop2016,Instability_DA16,Deprivation_DA16,Dependency_DA16,Ethniccon_DA16,Instability_q_DA16,Deprivation_q_DA16,Dependency_q_DA16,Ethniccon_q_DA16
35010155,457,-0.4771892302,0.05300009721,0.2278393271,-1.263003133,2,4,4,1
35010156,448,-0.2594852309,-0.05298230493,0.7031841782,-1.128303939,3,3,5,1
35010157,469,-0.7818585609,-0.02753210017,-0.07708540825,-1.090066068,1,3,3,1
35010158,492,-0.4229026118,0.6202563834,0.1689251636,-0.8680303493,3,4,4,1
35010159,517,-0.5760179515,-0.03693195377,0.519181215,-0.815481743,2,3,4,1
35010160,509,-0.4971030775,-0.2297805224,-0.03376810771,-0.8604918071,2,3,3,1
35010161,388,-0.6453809737,0.002529281656,0.1611221588,-0.8900823417,2,3,4,1
35010162,376,0.01434735863,0.2612123452,1.854599258,-1.070345636,4,4,5,1
35010163,501,-0.4104523231,-0.1837583107,0.3766547139,-1.188088096,3,3,4,1
35010164,447,-0.7009669985,-0.1992574321,0.6742788375,-1.209023404,2,3,5,1
35010165,418,-0.544103595,-0.1901061998,0.3899482624,-0.8050056887,2,3,4,1
35010166,478,-0.8666083954,-0.1249766219,0.2083024159,-0.9296191609,1,3,4,1
35010167,458,-0.6884408839,-0.3065531394,0.4603983021,-0.925967977,2,3,4,1
35010168,445,-0.8313241153,-0.6347991561,-0.3043662144,-0.4786063058,1,2,3,3
35010169,433,-0.7418012053,-0.3552443211,-0.2508997469,-0.68410171,2,3,3,2
35010170,493,-0.6808191715,-0.5113346687,-0.1010504742,-0.6434811131,2,2,3,2
35010171,467,-0.725896249,-0.1370536615,0.3716035424,-0.8456225832,2,3,4,1
35010172,1207,-0.5702899887,-0.4589888392,-0.3291247031,-0.7481257618,2,2,2,2
35010173,739,-0.4802601911,-1.000754243,0.6542391433,-1.087049561,2,1,5,1
35010174,0,,,,,,,,
35010175,0,,,,,,,,
35010176,0,,,,,,,,
35010177,0,,,,,,,,
35010178,0,,,,,,,,
35010179,505,-0.6065641173,-1.200682764,0.2529875221,-0.6984942224,2,1,4,2
35010180,999,0.2345764924,-0.01752491394,1.275767771,-0.2394661662,4,3,5,3
35010181,367,-0.5509981631,0.1511016602,0.3102880283,-0.4417456444,2,4,4,3
35010182,448,-0.6624114336,-0.2712358312,1.578531144,-0.9399151893,2,3,5,1
35010183,744,-0.3216935034,2.450469891,-0.4275290175,1.670910914,3,5,2,5
35010184,410,-0.3491839292,-0.9437535368,1.63088536,-0.930515492,3,1,5,1
35010185,843,1.127151552,0.9790554769,2.131664645,-0.3104704769,5,5,5,3
35010186,624,0.2773038601,0.3248863421,0.9993243259,-0.7066613152,4,4,5,2
35010187,529,1.156095636,1.618562433,1.312953896,-0.425676517,5,5,5,3
35010188,439,0.2930613337,1.524161096,0.688307681,-0.7641980194,4,5,5,2
35010189,376,-0.2469146861,-0.9274548641,0.227709996,-0.8709456517,3,1,4,1
35010190,411,0.3223884387,1.843648158,0.4354598848,-0.3870305939,4,5,4,3
35010191,457,1.127614909,1.389252922,0.3436733713,-0.4675832913,5,5,4,3
35010192,444,0.5295066447,0.8325419489,0.0665075602,-0.09915844586,4,5,4,3
35010193,327,1.571354757,2.884383641,0.4239683107,-0.1644999508,5,5,4,3
35010194,360,1.256134774,3.689623943,-0.1162278228,-0.4589738048,5,5,3,3
35010195,379,1.238589301,5.044350233,-0.1553720642,-0.3413830116,5,5,3,3
35010196,367,1.31770241,4.827650343,0.2197895283,0.1681342941,5,5,4,4
35010197,394,1.411378861,2.931463003,-0.4619845457,-0.3383429034,5,5,2,3
35010198,354,2.147661632,2.689436344,3.397148369,-0.7958424423,5,5,5,2
35010199,454,1.645593292,4.630209347,-0.3496150573,-0.211106656,5,5,2,3
35010200,414,1.238639071,2.741827262,0.6183164528,-0.005946903245,5,5,5,4
35010201,239,,,,,,,,
35010202,507,1.522385494,2.440459331,1.049737816,-0.5377021956,5,5,5,2
35010203,563,1.219196224,1.843371867,0.7954182505,-0.4246809843,5,5,5,3
35010204,485,1.897993806,1.579976223,3.051464762,-0.5893740655,5,5,5,2
35010205,322,1.280044383,1.722594394,0.2752392969,-0.8762655262,5,5,4,1
35010206,457,0.6186453234,0.7112960506,0.9175444599,-0.7677619048,4,5,5,2
35010207,283,-0.1412412657,0.6276879008,0.4715209217,-0.6679081861,3,4,4,2
35010208,430,0.606545413,1.42776354,0.5418362052,-0.4177934804,4,5,4,3
35010209,432,0.9448874882,1.390904909,-0.3009602592,-0.7740958758,5,5,3,2
35010210,497,2.099540839,1.915666448,1.574357099,-1.103166016,5,5,5,1
35010211,460,0.6542237152,1.547056932,-0.02268353548,-0.5968130298,4,5,3,2
35010212,431,1.309403321,1.583074264,0.2568569507,-0.7309537305,5,5,4,2
35010213,509,-0.08407868057,1.976148316,0.4216358332,-0.9828372388,3,5,4,1
35010214,352,0.2013644606,1.207866306,0.3681240784,-1.046884815,4,5,4,1
35010215,670,-0.08315789899,1.293986959,1.427455837,-0.2369534102,3,5,5,3
35010216,431,0.2001261269,-0.06374009814,1.16024458,-0.7523752821,4,3,5,2
35010217,745,0.2189239323,1.338467285,0.4926743093,-0.205898814,4,5,4,3
35010218,473,0.254425916,1.647658062,-0.04681574954,-0.3334813729,4,5,3,3
35010219,451,0.4740754623,0.5820995971,1.34141194,-0.8322252766,4,4,5,1
35010220,468,0.08116894603,0.5272883213,0.8127591337,-1.158662674,4,4,5,1
35010221,494,0.4423328395,1.28296465,0.7610923587,-0.7384520582,4,5,5,2
35010222,500,0.3694748144,1.374143896,0.5522250049,-0.6564199882,4,5,4,2
35010223,538,1.057658756,1.392680187,1.292385731,-0.722467581,5,5,5,2
35010224,560,-0.230903606,0.856721722,0.4323648338,-0.4625267522,3,5,4,3
35010225,844,1.067712051,2.846610068,0.13129605,0.2431654513,5,5,4,4
35010226,502,1.551936993,2.009937029,0.501668153,0.7954914171,5,5,4,5
35010227,322,-0.03172407458,0.1892138077,0.9084731163,-0.5283112151,4,4,5,2
35010228,617,-0.3030639572,-0.9318173889,0.8785502312,-0.4879493932,3,1,5,3
35010229,650,-0.5184481684,-0.6606596044,0.26266561,-0.6091098589,2,2,4,2
35010230,426,-0.7357268801,-1.212825684,0.6769474604,-0.4322970874,2,1,5,3
35010231,436,-0.5227030825,-0.6655526221,0.632253513,-0.639004505,2,2,5,2
35010232,434,-0.5602404389,0.2738914285,0.6058329799,-1.128427479,2,4,5,1
35010233,512,-0.3958369309,-0.3286911155,0.9003000011,-0.8245033144,3,3,5,1
35010234,498,-0.2498605608,0.4443911653,0.1150588561,-0.8454930155,3,4,4,1
35010235,495,1.610793808,-0.07227234045,2.510279186,-0.9571053564,5,3,5,1
35010237,517,1.296903508,1.560136737,2.266860927,-0.7279342751,5,5,5,2
35010238,419,1.515629917,2.154263585,0.6363792572,-0.5989210901,5,5,5,2
35010239,511,1.273198376,1.211120797,0.8397295688,-0.8055378933,5,5,5,1
35010240,447,0.8472521857,2.275188222,-0.7374824825,-0.7154581341,5,5,1,2
35010241,554,0.7269025243,2.572685096,-0.2721898049,-0.2994334173,4,5,3,3
35010242,441,0.6558756032,2.312699847,-0.06484695978,-0.7578688855,4,5,3,2
35010243,491,0.3971257623,2.054537397,0.3409789053,-0.5949006422,4,5,4,2
35010244,552,0.9917459192,2.292225897,0.1636339848,-0.3749828088,5,5,4,3
35010245,559,0.901020777,2.381374874,0.1412982718,-0.8386923885,5,5,4,1
35010246,427,1.028630493,0.3737158313,0.8834024967,-0.6388680004,5,4,5,2
35010247,628,2.630755937,1.588885438,3.817124659,-1.365087661,5,5,5,1
35010248,537,2.546595537,1.513889895,10.05126067,-1.414181562,5,5,5,1
35010249,502,0.7604913908,1.263346987,0.9614172381,-0.8958192528,5,5,5,1
35010250,362,-0.03752212852,0.2535911669,-0.008909110218,-1.114820816,4,4,3,1
35010251,350,-0.7813022252,-0.1159355285,0.2996684046,-0.6371356298,1,3,4,2
35010252,381,-0.03136107832,0.477189538,0.2541070102,-0.7680254118,4,4,4,2
35010253,731,0.002312263968,-0.1136040286,0.2959351638,-0.5261988837,4,3,4,2
35010254,381,-0.7007045967,-0.3574401268,0.6863463978,-0.6095403445,2,3,5,2
35010255,266,-0.3923408504,0.7522288494,0.3481455519,-0.4598468209,3,5,4,3
35010256,356,-0.4014417963,0.706742877,0.1017994428,-1.086389034,3,5,4,1
35010257,416,0.4341363582,-0.1374250609,0.6837840396,-0.8153073144,4,3,5,1
35010258,482,-0.2496519592,-0.1005265927,0.4427810613,-0.6271074038,3,3,4,2
35010259,268,0.1236285335,-1.736925657,0.7727360909,-0.8502421419,4,1,5,1
35010260,703,0.04170015072,1.113577078,-0.3929082233,-0.1928489814,4,5,2,3
35010261,483,-0.1444159286,1.123029064,0.6221572216,-0.9267469816,3,5,5,1
35010262,326,-0.03952301976,0.1317438602,1.290762234,-0.8888265707,4,4,5,1
35010263,315,-0.5913922011,-1.159205593,1.682952569,-0.9381778433,2,1,5,1
35010264,488,0.4222555631,0.1736742415,1.251910492,-0.5584618129,4,4,5,2
35010265,364,-0.6221520266,-0.7055077553,0.7196036596,-0.8339254684,2,2,5,1
35010266,642,0.7522831611,0.6850586595,1.46100486,-0.5405824493,5,5,5,2
35010267,406,0.03187548762,1.013101968,0.9598478446,-1.131055544,4,5,5,1
35010268,422,1.853489401,1.636469725,0.8793194333,-0.5567553142,5,5,5,2
35010269,637,0.2229820099,0.02319119948,2.040409949,-0.7870735959,4,4,5,2
35010270,397,1.573020103,3.246133487,0.01337487267,-0.6303586734,5,5,3,2
35010271,343,0.7124279436,2.756269124,-0.484981063,-0.334911513,4,5,2,3
35010272,382,1.249804257,3.348452278,-0.1658888422,-0.3440813221,5,5,3,3
35010273,687,-0.5624642522,-0.07529202767,0.3050943633,-1.069540122,2,3,4,1
35010274,517,-0.7019777198,-0.3419380419,0.7500463847,-0.8885402111,2,3,5,1
35010275,805,-0.7702658776,-0.13411467,0.2591086875,-0.7796985542,2,3,4,2
35010276,623,-0.7245742034,-0.5481557159,-0.6651504664,-0.7699903313,2,2,2,2
35010277,604,-0.720790639,-0.3089151324,-0.4793519163,-0.8574670485,2,3,2,1
35010278,424,-0.8748135773,-0.4328968501,0.1817902572,-0.7251597771,1,2,4,2
35010279,367,-0.6414970655,-0.3604429598,0.1768825764,-1.212811723,2,3,4,1
35010280,424,-1.039108531,-0.1098564085,-0.1395570194,-0.7821361686,1,3,3,2
35010281,415,-0.6423294582,0.0370667626,-0.1200331761,-1.241782868,2,4,3,1
35010282,450,-0.6150218,-0.9043913298,-0.520600733,-0.8782225319,2,1,2,1
35010283,443,-0.6343297923,-0.01110007658,-0.1828515311,-0.948375197,2,3,3,1
35010284,431,-0.7044675989,-0.4162304791,-0.3621291656,-0.9321424398,2,3,2,1
35010285,449,-0.4231221929,0.5435613933,0.5672133757,-1.194389278,3,4,4,1
35010286,486,-0.5479926413,-0.8021579188,-0.1408531456,-1.091532118,2,1,3,1
35010287,494,-0.4558000919,-0.05999681247,-0.2138402963,-0.9229308931,3,3,3,1
35010288,485,-0.227817267,-0.3440423815,-0.7680084578,-0.9335992289,3,3,1,1
35010289,556,-0.1530834716,-1.099281991,-0.724947305,-0.6972261638,3,1,2,2
35010290,473,-0.792086689,-0.5599274507,-1.217619457,-0.8856510958,1,2,1,1
35010291,453,-0.6738050843,-0.7725431571,-0.7339912552,-0.7279020282,2,2,1,2
35010292,477,-0.6182535584,-1.167896843,-0.6130682536,-0.9933453298,2,1,2,1
35010293,650,-0.4712982399,-0.1095870452,-0.582831311,-0.7948952961,3,3,2,2
35010294,713,-0.4686771627,0.03111428016,0.3098557594,-0.6490186083,3,4,4,2
35010295,473,-0.2090605059,0.3604982604,0.6190496202,-0.6307230762,3,4,5,2
35010296,542,0.3060940447,0.5415213575,0.8656354665,-0.9728193222,4,4,5,1
35010297,404,-0.1590961672,-0.4872718963,-0.6493505171,-1.283920523,3,2,2,1
35010298,467,-0.8290468306,-0.4354450817,0.2247606587,-0.9975062382,1,2,4,1
35010299,522,-0.6331250025,-0.7087591825,-0.1432893805,-1.015236829,2,2,3,1
35010300,563,-0.5856882846,-0.1188691666,-0.2527199935,-0.9503860472,2,3,3,1
35010301,464,-0.5133024375,0.01441996015,0.3802935016,-1.049029694,2,4,4,1
35010302,627,-0.1185829085,0.06317778278,1.281663602,-0.6531405694,3,4,5,2
35010303,455,-0.8108123391,0.4859047071,0.5894569715,-0.9848975343,1,4,5,1
35010304,513,0.02089580446,0.788109162,2.548152885,-0.7950506065,4,5,5,2
35010305,454,-0.4992666049,-1.198243997,0.8569463983,-1.153213119,2,1,5,1
35010306,494,-0.4130025118,-0.1719665197,1.512254411,-0.8107676785,3,3,5,1
35010307,464,-0.4561197467,0.2805560208,1.445029012,-1.120870698,3,4,5,1
35010308,479,0.2166087056,-0.002003849856,1.538106336,-0.8012746151,4,3,5,1
35010309,417,0.5070786337,2.693823126,0.7078087541,-0.4489154492,4,5,5,3
35010310,496,0.3460924202,0.2263217804,1.639707416,-1.120582168,4,4,5,1
35010311,589,-0.6661890292,1.088441764,0.8100850616,-1.074031626,2,5,5,1
35010312,506,-0.6668214799,-0.2381184274,0.1894688819,-0.9080594849,2,3,4,1
35010313,680,-0.5053898848,-0.6927258443,0.7373509601,-0.9046199756,2,2,5,1
35010314,618,0.2338943601,-0.3561257125,1.672273641,-1.036908329,4,3,5,1
35010315,730,-0.2862990819,-0.4483568075,0.464823173,-0.9358495388,3,2,4,1
35010316,361,0.0435789455,0.3960893555,0.7799184008,-1.352626883,4,4,5,1
35010317,705,-0.5508969034,-0.4608720945,0.1771980691,-0.6337435142,2,2,4,2
35010318,644,0.4807298212,0.3722125385,0.6748495813,-0.7295897384,4,4,5,2
35010319,722,-0.3377623981,-0.6217269856,0.5037738721,-0.5850039793,3,2,4,2
35010320,799,-0.7845680656,-1.132314819,-0.0339728971,-0.7771542646,1,1,3,2
35010321,422,-0.7665957306,-0.311300987,-0.1750372032,-0.5037754647,2,3,3,2
35010322,477,-0.7505266617,0.02741032354,-0.3969579457,-0.8521369824,2,4,2,1
35010323,712,-0.307162793,-0.8300464278,1.4431796,-0.9683600212,3,1,5,1
35010324,567,-0.0109004371,0.2814106191,1.598983066,-0.9223825808,4,4,5,1
35010325,498,0.7573600921,0.111650036,1.876661362,-1.033876984,5,4,5,1
35010326,508,-0.4955132725,-0.02903240272,0.620921943,-1.033789829,2,3,5,1
35010327,587,-0.676459749,0.4801917775,-0.1782521144,-1.219152956,2,4,3,1
35010328,495,-0.8778576216,0.5146817828,0.2292299752,-0.8716844184,1,4,4,1
35010329,486,-0.4806594393,-0.2562002474,-0.1686540405,-1.124556443,2,3,3,1
35010330,443,-0.5559274321,0.1443997807,0.1223939569,-0.5809095449,2,4,4,2
35010331,425,-0.611510503,-0.2122556298,0.2412092619,-1.014036515,2,3,4,1
35010332,532,-0.6257690259,-0.3690121386,-0.3192633279,-0.8348220555,2,3,3,1
35010333,457,-0.3322799873,-0.07886915152,-0.08621795372,-0.8493004799,3,3,3,1
35010334,632,0.5905519265,0.05721883257,1.284386115,-0.8133748049,4,4,5,1
35010335,350,-0.3851938563,-0.7769587943,0.1356680094,-1.194926738,3,2,4,1
35010336,551,1.03068885,0.7884728371,1.677701493,-0.56439983,5,5,5,2
35010337,536,-0.4757764968,-0.2756329948,-0.139824355,-0.7827003274,2,3,3,2
35010338,499,-0.4688163775,-0.7098528314,-0.505575026,-1.113073723,3,2,2,1
35010339,699,-1.075369457,-0.4950389118,-0.3902560566,-0.7121274937,1,2,2,2
35010340,513,-0.8001905655,-0.02289350966,-0.4853642398,-1.052654917,1,3,2,1
35010341,461,-0.546544967,-0.3046374308,0.05760405447,-1.299606934,2,3,4,1
35010342,482,-0.2470477762,-0.7587079784,-0.2498835101,-1.07238915,3,2,3,1
35010343,456,-0.554508166,-0.3611196576,-0.2083131577,-1.159263948,2,3,3,1
35010344,506,-0.4740809499,-0.6622501701,-0.1659129785,-0.611334401,3,2,3,2
35010345,440,-0.5701727262,-0.5928625671,-0.744233296,-1.064976637,2,2,1,1
35010346,526,-0.1717357102,-0.5570318758,0.203656698,-0.730812404,3,2,4,2
35010347,538,-0.6200642957,-0.8386272657,-0.2745611514,-0.9738467081,2,1,3,1
35010348,499,-0.7698548597,-0.3351630068,-0.1990669502,-1.33194895,2,3,3,1
35010349,406,0.1580634935,-0.02686802472,1.648903405,-1.14154846,4,3,5,1
35010350,390,0.04644875086,-0.257499518,-0.4804612247,-1.240941824,4,3,2,1
35010351,407,-0.1661700495,-0.03018829343,-0.1305170494,-0.9300350826,3,3,3,1
35010352,440,-0.5981829701,-0.3073433559,-0.4860371798,-1.15886557,2,3,2,1
35010353,482,-0.841355422,-0.1959476268,-0.1240416958,-1.079486592,1,3,3,1
35010354,501,-0.4227365595,-0.4393988079,0.2067694426,-0.9848391673,3,2,4,1
35010355,478,-0.982873986,0.1864576859,-0.234697993,-0.9590694544,1,4,3,1
35010356,568,-0.7017680992,0.1122776061,0.07087227842,-0.5226989105,2,4,4,2
35010357,570,-0.5956597003,-0.420933156,-0.3673401803,-0.7974438459,2,2,2,2
35010358,567,-0.8345886567,-0.2104854322,0.09030466728,-0.6160292253,1,3,4,2
35010359,556,-0.4893692167,0.002903085237,1.415386465,-1.076289416,2,3,5,1
35010360,537,-0.8413892705,-0.5820406559,0.318804813,-1.173867636,1,2,4,1
35010361,471,1.083710518,0.7443842007,1.03732085,-0.7227989254,5,5,5,2
35010362,482,0.01964810723,0.3020826987,0.5008618383,-0.8585397167,4,4,4,1
35010363,491,0.960155331,0.8135948771,1.88200421,-0.7319358677,5,5,5,2
35010364,386,0.009662874757,0.9436795098,0.101594578,-0.6739222394,4,5,4,2
35010365,645,1.370900543,1.653278434,1.606988463,-1.057461241,5,5,5,1
35010366,508,-0.1203784999,1.51647178,1.627127474,-0.7915144481,3,5,5,2
35010367,723,-0.3043092341,-0.4796786468,1.000030043,-1.063839084,3,2,5,1
35010369,352,-0.2177902473,-0.3005749562,0.06379550685,-1.069166896,3,3,4,1
35010370,971,-0.5034189052,-0.3939862848,0.2440361525,0.1575393287,2,3,4,4
35010371,476,-0.4907264636,-0.7756753073,-0.1056015587,-0.7840646255,2,2,3,2
35010372,315,-0.4587394612,0.6785928365,-0.3246853644,-0.7518013003,3,5,2,2
35010373,494,0.8539806383,0.4680537036,1.018289982,-0.8120955932,5,4,5,1
35010374,469,-0.2063899319,1.564363463,0.4129838782,-0.0442704795,3,5,4,4
35010375,444,-0.7633894947,-0.9711400301,1.558611047,-0.5357988271,2,1,5,2
35010376,636,-0.2547362325,-1.020408943,0.800951768,-1.127558131,3,1,5,1
35010377,0,,,,,,,,
35010378,33,,,,,,,,
35010379,0,,,,,,,,
35010380,0,,,,,,,,
35010381,0,,,,,,,,
35010382,0,,,,,,,,
35010383,0,,,,,,,,
35010384,0,,,,,,,,
35010385,0,,,,,,,,
35010386,0,,,,,,,,
35010387,0,,,,,,,,
35010388,0,,,,,,,,
35010389,0,,,,,,,,
35010390,0,,,,,,,,
35010391,0,,,,,,,,
35010392,0,,,,,,,,
35010393,0,,,,,,,,
35010394,0,,,,,,,,
35010395,0,,,,,,,,
35010396,0,,,,,,,,
35010397,0,,,,,,,,
35010398,0,,,,,,,,
35010399,427,-0.06049487291,-0.4056939857,1.058535895,-0.8056052342,4,3,5,1
35010400,516,0.5339552542,-0.1502936369,1.675045238,-1.113221635,4,3,5,1
35010401,557,-0.6976937422,-0.4822939026,0.08439221522,-0.8744115033,2,2,4,1
35010402,442,-0.9051280877,-0.6508385964,0.02683048856,-0.774816864,1,2,3,2
35010403,437,-0.0575633808,0.07525062556,0.667660055,-0.9557505831,4,4,5,1
35010404,977,0.01931696529,-0.7692342793,1.416078344,-1.408320705,4,2,5,1
35010405,374,-0.3116143672,-0.6533712032,-0.7036498296,-0.5863443862,3,2,2,2
35010406,403,-0.5126907688,-0.7910695732,0.5396310581,-0.9893340176,2,2,4,1
35010407,980,,,,,,,,
35010408,235,,,,,,,,
35010409,216,,,,,,,,
35010410,250,-0.7930602816,0.05964348835,-0.1958907943,-1.106323996,1,4,3,1
35020064,1027,-0.4770499143,-0.595206484,-0.1931906284,-0.5837628016,2,2,3,2
35020065,555,-0.5991246524,-0.9308480535,0.3262721597,-0.7814538652,2,1,4,2
35020066,854,0.3247562114,-0.2032525178,0.596558424,-0.6751511063,4,3,5,2
35020067,503,0.7525348279,0.8122260551,-0.1886724888,-0.5683466063,5,5,3,2
35020068,447,0.6665278841,1.12503469,0.003440325968,-0.6924895374,4,5,3,2
35020069,538,0.8545022469,1.087027622,0.6675411055,-0.8069431497,5,5,5,1
35020070,536,-0.2182553758,-0.1155218005,-0.4687755268,-0.5740453496,3,3,2,2
35020071,451,0.2270175658,-0.1064480046,0.3614446292,-0.5575155914,4,3,4,2
35020072,535,-0.7958066963,0.06056172145,-1.061897467,-0.3941013533,1,4,1,3
35020073,1297,-0.7912031348,-0.7407665783,-0.6161908248,-0.3261075761,1,2,2,3
35020075,612,0.09231820585,-0.3225406848,-0.4686031022,-0.2902023275,4,3,2,3
35020076,805,0.1706605452,-0.7531293346,1.594748324,-0.8685286266,4,2,5,1
35020077,640,1.107243938,-0.2252452511,2.727726498,-0.8872365388,5,3,5,1
35020078,764,-0.3178839182,-0.8378513788,-0.03506512415,-0.6484052501,3,1,3,2
35020091,3165,-0.3924141141,-0.8909651269,-0.8789708691,-0.1788888095,3,1,1,3
35020092,924,-0.6973934203,-0.8948979291,0.7053556227,-0.7775822467,2,1,5,2
35020093,846,-0.5117481126,-0.8403509208,-0.06400877071,-0.8952298548,2,1,3,1
35020094,494,0.1479717412,0.1934596559,0.1295243426,-0.5817779586,4,4,4,2
35020095,490,0.7407217319,0.1636050872,0.8996406049,-0.5182220014,5,4,5,2
35020096,647,-0.5647978357,-0.2372527014,1.352313313,-1.14097006,2,3,5,1
35020097,458,-0.7118664973,-0.1393952143,-0.4693558541,-1.025518255,2,3,2,1
35020098,427,-0.3660174269,-0.3887105984,1.037304091,-1.248890759,3,3,5,1
35020099,497,0.4182178082,1.1282212,0.415076826,-0.8499870877,4,5,4,1
35020100,594,0.1791581894,0.00723875071,1.097299674,-0.8213078475,4,3,5,1
35020101,649,-0.210970137,-0.5087315138,0.02747241121,-0.8531316584,3,2,3,1
35020102,722,-0.2111941674,-0.04418205337,1.246827916,-0.9609902533,3,3,5,1
35020103,464,-0.2924113396,0.0352825191,-0.07670258132,-0.97189918,3,4,3,1
35020104,733,0.04797388112,0.669115512,0.3473934584,-0.4856463474,4,4,4,3
35020105,682,-0.4530714107,-0.6055648072,0.1531824655,-1.015096762,3,2,4,1
35020106,778,-0.1627297344,-0.5830812796,-0.006471938665,-1.008766925,3,2,3,1
35020107,601,-0.7531755725,-0.177379906,-0.3374198911,-0.6297360233,2,3,2,2
35020108,1696,-0.0261380446,-0.2587052285,-0.4427230571,-0.880242079,4,3,2,1
35020109,1223,-0.3859395433,-0.5641057193,0.4559209513,-0.9941067046,3,2,4,1
35020110,1038,-0.8566697058,-0.6542701574,-0.615379524,-0.7188005677,1,2,2,2
35020111,772,-0.7131576835,-0.1696762271,-0.770392459,-0.6816851439,2,3,1,2
35020112,743,-0.6834644626,-0.6343388885,-0.5940693699,-0.9015398242,2,2,2,1
35020113,556,-0.7345841451,-0.7681743325,-0.4534608556,-0.8637802656,2,2,2,1
35020114,536,-0.3488479907,0.2680420661,0.901640528,-1.331559973,3,4,5,1
35020115,444,-0.6220802211,-0.2311116994,-0.81712524,-0.8828673244,2,3,1,1
35020116,859,-0.7641912115,-1.088197586,-0.6187410076,-0.6493632153,2,1,2,2
35020117,662,-0.7311953946,-1.069581585,-0.6516725385,-0.6573929196,2,1,2,2
35020118,527,-1.032889701,-0.8497321959,-1.27038251,-0.6676292148,1,1,1,2
35020119,544,-0.5499808039,-0.9278689886,0.108318764,-0.9933776908,2,1,4,1
35020120,665,-0.7392562685,-0.4924852036,-0.713105803,-0.8814500912,2,2,2,1
35020121,849,-0.3622880952,-0.7533642189,-0.7184634453,-0.9336491019,3,2,2,1
35020122,875,-0.8527554522,-1.169088627,-0.6503871871,-0.8450933615,1,1,2,1
35020123,601,0.2255369535,0.9418474572,0.5987453958,-0.8503424612,4,5,5,1
35020124,593,-0.6455739263,-0.2309066246,-0.571764621,-0.9407821397,2,3,2,1
35020125,440,-0.3119709933,-0.1599698373,-0.1479363012,-0.8264398582,3,3,3,1
35020126,529,-0.6981949156,-0.5500076259,-0.4905423497,-1.035861864,2,2,2,1
35020127,614,-0.5725902228,-0.3164983276,0.2033194755,-1.077687812,2,3,4,1
35020128,624,-0.857922423,-0.5053049191,-0.2965717941,-0.9160509659,1,2,3,1
35020129,578,-0.7551718803,-0.7536895701,-0.3186529621,-0.9103873974,2,2,3,1
35020130,675,-0.748690041,-0.6224597908,-0.9923681913,-0.6323327058,2,2,1,2
35020131,587,0.930728493,0.1099145652,1.153149176,-1.209970217,5,4,5,1
35020132,577,0.329988313,-0.3961033701,-0.2207651862,-1.004851807,4,3,3,1
35020133,687,-0.8407255728,-1.032072057,-0.08020281741,-0.4947713277,1,1,3,3
35020134,497,0.7386507244,0.8273153337,-0.426056074,-0.8115601221,5,5,2,1
35020135,1200,-0.5557632383,-0.8741616378,-0.4994638267,-0.6463058287,2,1,2,2
35020136,652,-0.5152653949,-0.08575984184,-0.3509459669,-0.9707413143,2,3,2,1
35020137,477,0.04134121098,-0.4663813942,0.2360327851,-1.121897848,4,2,4,1
35020138,568,-0.6337800613,-0.1848789303,-0.6805850012,-1.045169862,2,3,2,1
35020139,696,-0.5466016888,-0.7844907465,-0.592938769,-0.9699753562,2,2,2,1
35020140,606,-0.6860344081,-0.5779274526,-0.8585363385,-0.6799536749,2,2,1,2
35020141,1621,-0.3312326771,-0.9401023889,-0.7088503426,-0.500049584,3,1,2,2
35020142,1979,-0.2251659074,-0.9419643229,-1.142784404,-0.6782297601,3,1,1,2
35020143,550,-0.629045166,-0.7124803314,-0.08813915341,-1.201505734,2,2,3,1
35020144,806,-0.9320102669,-0.6289855683,-0.7524375598,-0.4306026354,1,2,1,3
35020145,425,-0.5782600229,-1.560659205,-0.9790813974,-0.8294398913,2,1,1,1
35020146,872,-0.6186549361,-0.7124317119,-0.9035066827,-0.3454277177,2,2,1,3
35020147,497,-0.5804434138,-0.8918707499,-0.3577400503,-0.7332277421,2,1,2,2
35020148,543,0.8144447524,0.685967923,-0.295159929,-0.6128161446,5,5,3,2
35020150,812,0.2946335071,-0.7319383523,0.6254543849,-0.7956990115,4,2,5,2
35020151,789,0.1880532281,-0.5815271182,-0.6756916015,-0.8933857325,4,2,2,1
35020152,481,0.2565665379,-0.6002979715,-0.1483714377,-0.7448027894,4,2,3,2
35020153,555,-1.04357097,-0.9908499465,-0.7672813293,-0.2050015983,1,1,1,3
35020154,535,-0.9703859792,-0.5033479567,-0.7481792343,-0.6803156814,1,2,1,2
35020155,857,0.0002784263965,-0.6212121912,0.588752461,-0.4556519022,4,2,5,3
35020156,445,-1.071420859,-0.9136134213,-1.01603195,-0.4240251754,1,1,1,3
35020157,602,-0.4706607851,-0.3745840549,-0.3454483165,-0.5828725341,3,3,2,2
35020158,552,-0.05423628727,-0.3932763672,-0.4193783771,-0.7552795792,4,3,2,2
35020159,486,-0.8206865959,-1.04187068,-1.05430531,-0.6173146354,1,1,1,2
35020160,1083,-0.8025482083,-1.174739865,-0.9830181475,-0.2565908162,1,1,1,3
35020161,1045,-0.8125898906,-1.09159352,-0.9333988306,-0.4032250125,1,1,1,3
35020162,579,-0.904163698,-0.818431311,-0.9577182433,-1.056176326,1,1,1,1
35020163,532,-0.840230256,0.3240974529,-0.4989907934,-1.123743705,1,4,2,1
