DAUID,Pop2016,Instability_DA16,Deprivation_DA16,Dependency_DA16,Ethniccon_DA16,Instability_q_DA16,Deprivation_q_DA16,Dependency_q_DA16,Ethniccon_q_DA16
35120095,492,1.213441991,1.161096443,-0.01523456936,-0.6816412671,5,5,3,2
35120096,448,0.7162882266,1.89393061,-0.2395242042,-0.5408765142,4,5,3,2
35120097,480,1.327677203,1.400351694,0.3344911592,-0.03012964929,5,5,4,4
35120098,519,0.8119797965,1.659528365,-0.4061208887,-0.1993386021,5,5,2,3
35120099,457,2.227995642,1.525239819,0.676149567,-0.8905219905,5,5,5,1
35120100,834,2.092120221,0.7588346644,1.561427047,-0.7164145196,5,5,5,2
35120101,600,2.624438532,1.727391486,2.715952407,-0.8798783703,5,5,5,1
35120102,569,0.7836185566,0.5727043421,1.761713424,-1.227901506,5,4,5,1
35120103,478,2.428068748,1.325111359,0.5741365542,-0.4119517293,5,5,4,3
35120104,536,1.492229668,0.5528963416,0.688328401,-0.6529932186,5,4,5,2
35120105,401,1.582716871,0.04754285219,1.545879063,-1.201704185,5,4,5,1
35120106,503,1.372138109,0.8977366523,-0.3805010234,-0.8314154813,5,5,2,1
35120107,421,1.009365618,0.3100081295,-0.4519442261,0.09464644428,5,4,2,4
35120108,550,0.1970582491,0.9198972466,-0.3514589395,-0.5893357011,4,5,2,2
35120109,549,0.6926170191,0.9872181462,0.0006586896196,-0.695294023,4,5,3,2
35120110,542,0.309343733,0.7387975276,-0.1155056609,-0.6914971177,4,5,3,2
35120111,776,0.1923168687,3.141942736,-0.5375911607,0.3688890857,4,5,2,4
35120112,265,0.171202524,-0.01619746524,-0.7919974215,-0.006364120823,4,3,1,4
35120113,480,-0.1043841435,-0.1710098604,0.4903379939,-0.8417099575,3,3,4,1
35120114,675,-0.2212072679,-0.1491695622,0.01981869508,-0.7495886321,3,3,3,2
35120115,605,0.2266707117,-0.3254584595,-0.03939525647,-0.6481337815,4,3,3,2
35120116,561,1.818100411,-0.2068341725,0.9858535303,-0.3907032833,5,3,5,3
35120117,467,0.07587138948,0.3569620191,1.44102911,-1.287462189,4,4,5,1
35120118,460,1.273316637,0.9473206688,0.8409645629,-0.7349342594,5,5,5,2
35120119,599,2.048983721,0.9649555524,2.563913903,-1.179678598,5,5,5,1
35120120,726,-0.06979051129,-0.5679078075,1.412466744,-0.957850338,4,2,5,1
35120121,472,0.09772707565,-0.7138978189,0.5962686525,-0.6269328545,4,2,5,2
35120122,610,-0.7442395551,-0.7493771519,0.600397884,-0.6623769176,2,2,5,2
35120123,646,-0.4404246847,-0.7411433157,0.8589169909,-0.6355590288,3,2,5,2
35120124,1557,-0.5036573402,-0.8291628008,0.4244962632,-0.6306993782,2,1,4,2
35120126,703,0.4434612106,1.134975189,0.3709580105,-0.3502804618,4,5,4,3
35120129,735,-0.3881457799,-0.276007708,-0.2392809334,-0.563749912,3,3,3,2
35120130,438,-0.4075592286,0.6858511834,0.4462841552,-0.6665396877,3,5,4,2
35120131,550,0.8568585206,1.175099434,-0.3717754528,-0.2401208779,5,5,2,3
35120132,390,0.1299761467,0.8404919602,-0.1298061353,-0.4332491085,4,5,3,3
35120133,563,0.1933012559,0.3421477141,0.8703000616,-0.5714156683,4,4,5,2
35120134,541,1.176150477,1.970878907,-0.7272547653,-0.1134295504,5,5,1,3
35120135,569,1.875370563,0.8170487739,2.048007963,-0.3507264093,5,5,5,3
35120136,486,0.8492173813,1.389935425,-0.1040401373,-0.4939004422,5,5,3,3
35120137,373,0.9327448725,0.6716740795,-0.4877142665,-0.5428562423,5,5,2,2
35120138,442,2.510314952,1.219998797,-0.2548889534,-0.216276786,5,5,3,3
35120139,568,1.505043501,3.339400476,-0.2031266166,-0.2421643048,5,5,3,3
35120140,346,1.50370825,0.7789157294,-1.129980034,-0.5629649666,5,5,1,2
35120141,595,1.34809201,0.4155651273,0.6136137865,-0.5584810469,5,4,5,2
35120142,432,0.1421214787,0.3496947857,0.2599431002,-0.8213399739,4,4,4,1
35120143,359,-0.3940029883,0.2108357389,0.2325986855,-0.6187661261,3,4,4,2
35120146,84,1.384658587,-0.5783789572,1.685261135,-0.7799933124,5,2,5,2
35120147,1548,0.1591464863,0.3971833789,1.159698487,-0.3976544029,4,4,5,3
35120148,843,0.9319528375,0.9427699764,1.177958016,-0.5176233328,5,5,5,2
35120155,726,-0.5103702,0.3703577757,-0.5090284104,-0.1971909782,2,4,2,3
35120156,451,0.2768367896,2.31251442,-0.901674872,0.4602008423,4,5,1,4
35120157,509,-0.4377029302,0.1133663883,0.916930851,-0.9485950203,3,4,5,1
35120158,380,-0.6327782123,-0.7782857514,-0.2148844892,-0.6684934548,2,2,3,2
35120159,462,0.3791722396,0.3429938918,0.2181540566,-0.5099160133,4,4,4,2
35120160,454,-0.2052739507,-0.1794692085,-0.1076166975,-0.7444293098,3,3,3,2
35120231,569,-0.2425874378,-0.2503868639,0.7462242098,-0.886788132,3,3,5,1
35120232,988,-0.6013160778,0.6838750921,2.223637714,-1.183896981,2,5,5,1
35120233,423,-0.4686049951,0.1563333889,1.348977987,-0.8949401156,3,4,5,1
35120234,538,-0.7471444765,0.3454830355,1.318167602,-1.175199357,2,4,5,1
35120235,596,-0.2396255125,2.1089491,0.5213616776,-0.7882953998,3,5,4,2
35120236,513,0.6722345621,1.092216898,1.735355612,-0.7607310533,4,5,5,2
35120237,456,1.944152755,2.080455732,3.043016086,-1.284041376,5,5,5,1
35120238,918,0.2901755479,0.112748487,1.819033167,-0.8847653194,4,4,5,1
35120239,341,-0.2188191228,0.6739941542,1.232153186,-1.170626506,3,5,5,1
35120240,486,-0.007969140637,0.1595004534,0.9361132772,-1.102877215,4,4,5,1
35120241,329,-0.6269865515,-0.1221652063,0.8774648622,-0.626263879,2,3,5,2
35120242,586,-0.1304255113,-0.5064657842,1.838865309,-1.085056108,3,2,5,1
35120243,654,-0.7276882026,0.5364536337,0.7757681345,-0.7302789573,2,4,5,2
35120244,558,-0.1974745329,0.4088642209,0.5446669215,-1.165152551,3,4,4,1
35120245,425,-0.01150437454,0.6757746271,1.985751958,-1.504096778,4,5,5,1
35120246,574,-0.4001516058,1.069578352,1.592044997,-1.011312792,3,5,5,1
35120247,754,-0.2108789887,0.8994195521,0.8690914828,-0.8908045659,3,5,5,1
35120248,644,-0.2737246483,0.7351505664,1.519235814,-0.76197008,3,5,5,2
35120249,441,-0.4577021763,0.4876637977,1.466006582,-1.06411398,3,4,5,1
35120250,129,-0.001648393845,2.047023486,2.416815348,-1.103258437,4,5,5,1
35120251,346,-0.2019384684,2.061279597,1.342601068,-1.372626088,3,5,5,1
35120252,457,-0.2855507898,1.771918808,1.295510279,-1.226233098,3,5,5,1
35120253,675,-0.4567089929,1.055212615,1.015805291,-1.283349856,3,5,5,1
35120254,670,-0.01182374722,0.9084082458,1.674470274,-1.096632611,4,5,5,1
35120255,479,-0.6145242956,0.5700023735,0.9003793112,-0.9998477473,2,4,5,1
35120256,469,-0.4532848485,0.7965458651,1.048581051,-1.052530356,3,5,5,1
35120258,527,-0.6771552259,-0.2839056502,0.2961578852,-0.8073882673,2,3,4,1
35120259,726,0.1142203856,1.615490504,0.9143426503,-0.5343668458,4,5,5,2
35120261,571,-0.6655321357,-0.4202142295,1.001215949,-1.020924053,2,2,5,1
35120262,672,-0.726182547,-0.09117881573,0.6054751333,-1.080813687,2,3,5,1
35120263,693,-0.8944066139,0.07390063682,0.4718351435,-0.6320097236,1,4,4,2
35120264,615,-0.744293327,0.04766886319,-0.2260220271,-1.006258338,2,4,3,1
35120265,685,-0.5246393878,-0.719277474,-0.6629346016,-0.5066580332,2,2,2,2
35120266,581,-0.79277435,-0.4540062731,-0.3175981637,-0.8300836725,1,2,3,1
35120267,709,-0.8347097458,-0.5736666019,-0.3170551634,-0.7476257377,1,2,3,2
35120268,652,-0.6506060106,-0.006795168971,0.1922228712,-0.6451994095,2,3,4,2
35120269,491,-0.2836956368,-0.3818890706,0.8553482203,-0.8669001852,3,3,5,1
35120270,488,-0.6197548973,-0.08807048056,-0.1145300399,-0.4767974952,2,3,3,3
35120271,1752,-0.8735700617,-0.8806781585,-0.1494674936,-0.3566235726,1,1,3,3
35120272,1553,-0.4529773355,-1.052495887,-0.4808588683,-0.2702794958,3,1,2,3
35120273,538,-0.07526004608,0.1948571978,0.3063424043,-0.7233422934,4,4,4,2
35120274,437,-0.5461749481,-0.4611526798,0.8132140996,-0.5047451573,2,2,5,2
35120275,528,-0.7901657498,-0.6641942794,0.5622981929,-0.7563983194,1,2,4,2
35120276,443,-0.6648667032,-0.795476066,0.1726338129,-0.7982410302,2,1,4,2
35120277,520,-0.7829127398,-0.3434865376,0.07375513561,-0.7456442813,1,3,4,2
35120278,746,-0.9151366929,-0.5325352908,-0.06902936427,-0.6124542257,1,2,3,2
35120279,896,-1.029577704,-0.602490985,-0.4806250227,-0.5802282175,1,2,2,2
35120280,513,-0.5800145327,-1.114414151,0.4268634982,-1.049849236,2,1,4,1
35120281,587,-0.7049850999,-0.664297777,-0.3280008193,-0.6440723322,2,2,2,2
35120282,500,0.2633389158,0.05026113781,1.259066982,-0.6251204031,4,4,5,2
35120283,527,-0.3114813221,0.3022998759,0.1564889,-0.799352123,3,4,4,2
35120284,565,0.1609134897,0.3743350175,0.5062938497,-0.7283992591,4,4,4,2
35120285,565,-0.2481199211,0.1580191535,0.5711725932,-0.5197231771,3,4,4,2
35120286,635,-0.6094664368,-0.689297836,0.7196880835,-0.903103248,2,2,5,1
35120287,551,-0.7436980846,-0.2996600965,-0.8827377577,-0.7874396834,2,3,1,2
35120288,488,-0.514933659,-0.07707596923,-0.2801129621,-1.236212853,2,3,3,1
35120289,573,-0.6138236067,0.2383880078,0.06073987011,-0.7806140592,2,4,4,2
35120290,526,-0.3421430781,0.2220603011,0.2598946116,-1.199021385,3,4,4,1
35120291,728,-0.4393464605,0.3046235755,1.961950704,-0.718953629,3,4,5,2
35120292,605,0.437961671,2.148061248,2.030151536,-0.8757518239,4,5,5,1
35120293,613,-0.007179588413,2.301642406,1.973837982,-0.8759591647,4,5,5,1
35120294,535,-0.4042090689,0.6408800315,0.8891471973,-0.7776254891,3,4,5,2
35120295,797,-0.0856862489,0.1131536314,1.742986064,-1.133504067,3,4,5,1
35120296,445,-0.4021114739,-0.4448129236,0.4590842577,-1.058128623,3,2,4,1
35120297,589,-0.6191689015,-0.5137152773,-0.401439123,-0.7659113364,2,2,2,2
35120298,756,-0.3526441283,-0.6032588774,-0.1745223954,-0.6318892963,3,2,3,2
35120299,464,0.2628583697,0.5816808106,-0.1018445875,-0.7765570059,4,4,3,2
35120300,513,-0.2374851999,0.8788798607,0.1125601116,-0.9329578228,3,5,4,1
35120301,516,0.1790433412,0.2504386347,0.2431798317,-0.6104359768,4,4,4,2
35120302,772,-0.4315778476,-0.6022657769,-0.09653854719,-0.5885742998,3,2,3,2
35120303,820,-0.4537668833,-0.05530873562,0.8846728954,-1.054632835,3,3,5,1
35120304,418,-0.5414621099,-0.5341925455,0.3388473429,-0.9326505596,2,2,4,1
35120305,479,-0.7406909423,-0.3464795856,0.4330158352,-0.81729041,2,3,4,1
35120306,1047,-0.5248252513,-0.4020700421,-0.161880665,-0.6586035516,2,3,3,2
35120307,0,,,,,,,,
35120308,456,-0.5373047576,0.1223427103,0.121971497,-0.659743083,2,4,4,2
35120309,396,-0.4978378113,-0.3843794189,-0.3305140484,-0.3963319542,2,3,2,3
35120310,387,-0.1222762437,-0.160146206,0.09632432133,-0.4896305733,3,3,4,3
35120311,716,1.661263774,0.4969301691,-0.3867781803,-0.3074405357,5,4,2,3
35120312,0,,,,,,,,
35120313,460,0.03799040761,0.4658999762,0.2137934763,-0.6806328264,4,4,4,2
35120314,425,0.2399221286,2.204959163,0.02043325765,0.1702663865,4,5,3,4
35120315,465,-0.124916603,1.450594477,-0.2227414173,-0.7770462161,3,5,3,2
35120316,592,-0.1067418982,1.294354378,0.1186824004,-0.6657688345,3,5,4,2
35120317,481,0.005128077641,1.72162703,0.125378794,-0.1965084811,4,5,4,3
35120318,561,-0.2840558867,0.2936201031,-0.5076129518,-0.3401641066,3,4,2,3
35120319,465,0.08205881393,1.360567052,-0.1693585148,-0.711678814,4,5,3,2
35120320,518,0.8289743768,1.399630561,0.1065891569,-0.7005969836,5,5,4,2
35120321,516,0.3709536211,1.163713045,0.06404477675,-0.8873974106,4,5,4,1
35120322,671,2.037890599,1.434548062,2.891363259,-0.7616389952,5,5,5,2
35120323,927,1.683198475,1.612771764,1.185872448,-0.5690767223,5,5,5,2
35120324,190,2.696501323,1.717536561,2.582966377,-0.05327781106,5,5,5,4
35120325,469,1.466738714,2.068914997,-0.5028621187,-0.4395554979,5,5,2,3
35120326,444,1.304931879,1.199281612,0.7000267282,-0.7312947529,5,5,5,2
35120327,474,-0.1745081367,0.2621948316,-0.2696180857,-0.7904014442,3,4,3,2
35120328,454,0.4358320181,0.1790054467,0.7104064142,-0.8995152143,4,4,5,1
35120329,569,-0.5673601094,-0.6744907695,1.258500681,-0.7555999756,2,2,5,2
35120330,553,1.042508165,0.5947604392,2.206835302,-0.9283225209,5,4,5,1
35120331,674,-0.9705898502,-0.3833923859,0.1267747098,-0.4131480141,1,3,4,3
35120332,760,-0.4616859043,-0.7459436127,0.9693020324,-0.816305553,3,2,5,1
35120333,641,0.3503098091,0.06306044654,1.813076673,-0.9658606577,4,4,5,1
35120334,602,1.047228876,0.6228871435,1.52416808,-0.6297267285,5,4,5,2
35120335,464,0.1992846451,1.291656016,-0.3535348769,-0.3455091902,4,5,2,3
35120336,1138,-0.3877954523,0.5095255327,-0.3595064156,-0.2926496831,3,4,2,3
35120337,474,0.1078646121,1.318871612,0.3909271778,-1.076051327,4,5,4,1
35120340,758,-0.6665404205,-0.6107448297,-0.223863948,-0.6171814225,2,2,3,2
35120341,529,-1.002544918,-0.7166923273,0.09987835624,-0.5938308213,1,2,4,2
35120342,752,-0.9157689554,-0.7520060753,-0.05142402811,-0.493389352,1,2,3,3
35120343,705,-0.8892388318,-0.5099192135,-0.09154285306,-0.7959879269,1,2,3,2
35120344,544,-0.8130659218,-0.3192456361,-0.037285096,-0.7832648999,1,3,3,2
35120345,560,-0.5540549336,-0.3949713897,-0.2790978219,-1.037365911,2,3,3,1
35120346,493,0.9380642851,1.52758907,1.363055636,-0.4175221865,5,5,5,3
35120347,624,0.8249767904,-0.8314367113,-2.092593254,-0.5006980168,5,1,1,2
35120348,407,0.9381089243,-0.3107434347,-2.06288228,-0.3899849294,5,3,1,3
35120349,459,0.0310783121,-0.4216714808,0.5269444252,-1.046566961,4,2,4,1
35120350,494,-0.3024280276,0.4884276724,-0.02989045318,-0.6820537393,3,4,3,2
35120351,401,0.8952630708,0.4638280315,0.06078415397,-0.3476650431,5,4,4,3
35120352,417,0.4160531138,-0.6171528369,-2.206680108,-0.0114104062,4,2,1,4
35120353,489,-0.6280773636,-0.2970970519,-0.251662061,-0.7847601004,2,3,3,2
35120354,408,0.4043314223,1.421483419,2.623546711,-1.374226319,4,5,5,1
35120355,469,0.007200494751,0.8832987112,5.493628677,-1.431146651,4,5,5,1
35120356,520,-0.3253815053,-0.2293454557,1.304662761,-0.9023744531,3,3,5,1
35120357,656,-0.2457318404,-0.2694963387,0.3812912571,-0.8005115221,3,3,4,2
35120358,624,0.3248766814,0.6577630001,1.734828567,-1.382610065,4,4,5,1
35120359,521,-0.4984387531,-0.8627358424,0.7135127826,-0.7589684634,2,1,5,2
35120360,625,-0.7396182698,-0.853258072,0.3596542948,-0.5495347695,2,1,4,2
35120361,614,-0.6598019182,-0.4983261278,-0.4210048159,-0.8616473986,2,2,2,1
35120362,15,,,,,,,,
35120363,34,,,,,,,,
35120365,791,2.382608944,1.494767473,2.84933194,-0.4407642473,5,5,5,3
35120366,617,1.470651437,2.265877452,-0.1329944731,0.0426180048,5,5,3,4
35120367,897,0.9047433568,0.3483717672,0.7707567201,-0.1706430296,5,4,5,3
35120368,607,0.6176634887,0.03064715226,-0.3983246714,-0.3780726079,4,4,2,3
35120369,512,0.09290528722,-0.7838801164,1.451300779,-0.7167575226,4,2,5,2
35120371,576,-0.4797585831,-0.3783859092,0.8574625722,-1.102367027,2,3,5,1
35120372,743,-0.6281807229,-0.5405873341,0.1148634765,-0.7287294973,2,2,4,2
35120373,641,-0.7526225939,-0.2058405318,-0.4175116795,-0.7322764823,2,3,2,2
35120374,576,-0.5516498924,-0.4147219922,0.6120006687,-0.612419893,2,3,5,2
35120375,20,,,,,,,,
35120376,1125,-0.006590910564,-0.5387665661,0.4068042974,-0.6818816186,4,2,4,2
35120377,604,-0.3991136996,-0.2007763226,0.5219224135,-1.227916787,3,3,4,1
35120378,671,-0.8799519792,-0.3796283905,-0.02135305376,-0.7572662276,1,3,3,2
35120379,553,-0.9024549716,-0.6006570009,-0.08045014365,-0.7857905809,1,2,3,2
35120380,538,-0.8871242694,-0.9475527599,-0.1002176109,-0.5245869128,1,1,3,2
35120381,641,-0.7257112177,-0.5678118814,-0.481959833,-0.7077383474,2,2,2,2
35120382,491,-0.8893882423,-0.6539634529,-0.2813836155,-0.9586399593,1,2,3,1
35120383,512,-0.707256619,-0.2830939428,-0.005274461795,-0.8461894664,2,3,3,1
35120384,615,-0.7855527499,-0.1195491952,-0.3669575324,-0.8728397747,1,3,2,1
35120385,677,-0.5072107286,-0.5332565633,-0.7133245845,-0.8856775914,2,2,2,1
35120386,553,-0.8173447362,-0.4306590328,-0.6197870012,-0.7432695125,1,2,2,2
35120387,822,-0.7809553728,0.1842074045,-0.2963265147,-0.5259391704,1,4,3,2
35120389,477,-0.7059942958,-0.08953854924,0.09247108377,-0.8163356749,2,3,4,1
35120390,417,-0.4614770796,1.491092063,0.6211908351,-0.7891218356,3,5,5,2
35120391,678,-0.2471639655,1.323194884,0.02026386659,-0.6403433015,3,5,3,2
35120392,679,0.3823343786,1.461694342,0.4538162186,-0.9172225975,4,5,4,1
35120393,528,-0.2195129164,1.450071472,0.3061716997,-1.269461698,3,5,4,1
35120394,599,-0.6600743798,-0.02948545345,0.4535980757,-0.9957271707,2,3,4,1
35120395,529,-0.5845377022,0.5687931789,0.7644184817,-0.8093743232,2,4,5,1
35120396,843,0.03680285579,0.02961273031,1.043723561,-1.106935364,4,4,5,1
35120397,483,-0.1463349424,0.2708553281,0.6027611461,-0.953367261,3,4,5,1
35120398,519,-0.3918951231,0.9706844126,1.038005779,-1.172198256,3,5,5,1
35120399,520,-0.6935494711,0.3886266689,1.319834622,-1.089208946,2,4,5,1
35120400,573,0.7183457897,1.263345904,0.8343970169,-0.7497050548,4,5,5,2
35120401,827,0.2071109201,0.3900543505,1.970190786,-0.9932970078,4,4,5,1
35120402,623,-0.4332875605,-0.1692839812,0.4503929617,-0.9605230598,3,3,4,1
35120404,366,-0.1099482705,-0.4978030099,0.1193248529,-0.6085950529,3,2,4,2
35120405,1784,0.1949442017,-0.6464579658,0.9393715598,-0.359932872,4,2,5,3
35120406,905,0.3138294663,2.151493449,0.2495289144,0.2093406262,4,5,4,4
35120407,616,,,,,,,,
35120408,988,,,,,,,,
35120409,920,,,,,,,,
35120410,1399,-0.4921464048,-0.508001806,0.01259411989,-0.7378033884,2,2,3,2
35120412,607,-0.3702712125,-0.6257664857,-0.2445843404,-0.9623565001,3,2,3,1
35120413,603,-0.8937897302,-0.006866354107,0.306167491,-0.6814896411,1,3,4,2
35120416,812,0.4531682277,1.227623991,1.971621683,-1.079364566,4,5,5,1
35130042,655,-0.5223474559,-0.6471620819,1.115184141,-1.131754457,2,2,5,1
35130043,784,-0.524063584,-0.6731382744,-0.0932331806,-1.035060456,2,2,3,1
35130044,675,-0.5818850769,-0.8369158878,1.0126923,-0.7409214897,2,1,5,2
35130045,658,-0.6664247011,-0.2388582635,0.4026351807,-0.9150808494,2,3,4,1
35130046,492,-0.5449659609,-0.600064482,0.1090036218,-0.8418067497,2,2,4,1
35130047,490,-0.6494764124,-0.08165833565,0.3724328688,-1.147025351,2,3,4,1
35130048,517,-0.4196073728,-0.3010743359,0.613917841,-1.000323907,3,3,5,1
35130049,526,-0.5573681656,0.0273479869,0.6106542176,-0.8266622622,2,4,5,1
35130050,488,-0.5363468345,-0.09342669341,0.5453140522,-1.199136477,2,3,4,1
35130051,564,-0.6401506579,-0.4083100991,0.072113392,-0.9801210298,2,3,4,1
35130052,501,-0.2298807569,-0.7100392464,1.916106948,-0.9358952105,3,2,5,1
35130053,845,-0.2260969997,-1.096439612,1.609619931,-1.192629959,3,1,5,1
35130054,488,-0.4878597711,-0.3074295837,2.087828583,-1.283846429,2,3,5,1
35130055,970,-0.06081258442,-1.11811297,5.659725555,-1.346930596,4,1,5,1
35130056,570,0.3459014579,-0.05210526905,1.426340839,-1.133705938,4,3,5,1
35130057,539,-0.4406750931,-0.1162256403,0.5797385044,-0.7077163809,3,3,4,2
35130058,570,-0.3081487487,-0.490148446,1.066925517,-1.241979221,3,2,5,1
35130059,489,-0.2013782741,-0.6987489663,0.5640324016,-1.046639367,3,2,4,1
35130060,821,-0.1696992073,-0.4901027739,1.784032267,-1.32450988,3,2,5,1
35130061,1223,0.9026373515,0.9890655576,1.868361165,-0.9864466741,5,5,5,1
35130062,778,-0.3642966235,2.769857306,-0.4958972885,-0.06819867664,3,5,2,3
35130063,591,0.6789422423,1.137068561,1.308188379,-0.9333512539,4,5,5,1
35130064,594,1.42751983,0.6618565656,0.7551118326,-0.8266202193,5,4,5,1
35130065,382,0.1071060906,-0.7437847926,2.167443937,-0.8166380089,4,2,5,1
35130066,1118,0.9347527235,0.4271256174,1.963280515,-1.058937502,5,4,5,1
35130067,604,-0.286556509,0.002134169809,1.383382516,-1.140621197,3,3,5,1
35130068,492,-0.6601632458,-0.5270705193,0.01973484021,-0.5538197594,2,2,3,2
35130069,458,-0.3071951991,-0.7677547392,-0.04657999708,-1.258585866,3,2,3,1
35130070,603,-0.2329434627,-0.644623065,1.332142172,-1.212726494,3,2,5,1
35130071,849,-0.5869444163,-0.7141517105,1.89391506,-1.126280911,2,2,5,1
35130072,725,-0.2871433887,-0.301570534,1.084222018,-0.833081947,3,3,5,1
35130073,497,-0.4655295889,-0.3883218226,1.213835829,-1.130128059,3,3,5,1
35130074,444,-0.4369734268,-0.5054855792,0.7459699733,-1.095852094,3,2,5,1
35130075,427,-0.6189226794,-0.1545019968,0.6607515323,-0.9316688538,2,3,5,1
35130077,481,-0.1019021683,-0.9641722764,1.351010024,-1.211229795,3,1,5,1
35130078,685,-0.156812922,-0.8106151719,2.597095171,-1.323560101,3,1,5,1
35130079,522,-0.5513012046,-0.05671280681,0.5097423726,-1.090724428,2,3,4,1
35130080,551,-0.8899328186,0.0864719526,-0.0189358243,-1.375207723,1,4,3,1
35130081,557,-0.2015760931,-0.8386080677,1.858177487,-1.334761186,3,1,5,1
35130082,512,-0.4969471581,-0.2081229521,1.081620726,-1.249266676,2,3,5,1
35140110,495,-0.4056991015,-0.06194320537,1.115397718,-1.408640009,3,3,5,1
35140111,654,-0.4283190013,-0.211071254,1.571592551,-1.031075283,3,3,5,1
35140112,531,-0.2700387139,0.3167267613,1.087760364,-0.818948421,3,4,5,1
35140113,591,0.2383820077,0.8569137888,1.764536986,-0.4228008688,4,5,5,3
35140114,538,0.1121839284,1.414729227,1.945081275,-0.8772547903,4,5,5,1
35140115,499,1.389905129,1.800582841,1.880228164,-0.8454014039,5,5,5,1
35140116,559,-0.2042842921,0.5674900719,0.4631359835,-0.6182405003,3,4,4,2
35140117,402,-0.5003060525,0.8752463002,0.6357647272,-0.7876724833,2,5,5,2
35140118,524,-0.1963823057,-0.6706644827,0.4487048889,-0.7301887521,3,2,4,2
35140119,540,-0.07620570712,0.16710423,2.361653049,-0.8479276982,3,4,5,1
35140120,458,0.9362761513,1.293015282,2.867409284,-1.004360076,5,5,5,1
35140121,523,-0.3387871507,-0.0438155458,0.4172361692,-0.9644457537,3,3,4,1
35140122,551,-0.5194578971,-0.1575762003,0.1861940886,-1.26928816,2,3,4,1
35140123,575,-0.5194488736,-0.3117950339,0.9843883577,-1.203796415,2,3,5,1
35140124,373,0.07997227542,0.3006540368,0.8783516895,-0.7952353198,4,4,5,2
35140125,457,-0.5709788869,-0.2240153195,0.6745258355,-0.7863861627,2,3,5,2
35140126,386,-0.3041101677,0.02689468307,0.3862602984,-1.103825956,3,4,4,1
35140127,428,-0.6785174099,0.01563876953,1.227841396,-0.988467643,2,4,5,1
35140128,590,-0.8229481502,-0.4840686143,0.1224515782,-1.159316121,1,2,4,1
35140129,481,-0.530805504,-0.5459205973,-0.2948990929,-0.9559371568,2,2,3,1
35140130,10,,,,,,,,
35140131,20,,,,,,,,
35140132,84,,,,,,,,
35140133,599,-0.4042271053,-0.3204520544,0.8500585098,-1.008857279,3,3,5,1
35140134,304,,,,,,,,
35140135,554,-0.5771073458,0.0825018999,-0.2943114484,-0.9892029809,2,4,3,1
35140136,47,,,,,,,,
35140137,692,-0.3532983385,-0.2947076651,0.5901950754,-1.000582863,3,3,5,1
35140138,30,,,,,,,,
35140139,523,-0.1854101386,0.2167789334,0.3165290294,-1.362008357,3,4,4,1
35140140,469,-0.7246384238,-0.1618988546,0.4101701462,-0.9161189699,2,3,4,1
35140141,469,-0.3637483705,-0.5902121751,-0.6292501967,-0.8570067081,3,2,2,1
35140142,592,-0.9060522303,-0.5829226521,-0.09223108508,-0.668921767,1,2,3,2
35140143,482,-0.5044261661,-1.037501039,-0.1458588506,-0.8551395248,2,1,3,1
35140144,469,-0.4351362781,-0.7541159334,-0.07221183659,-0.8853561894,3,2,3,1
35140145,523,-0.801719277,-0.8263259542,-0.1771596493,-0.5795297464,1,1,3,2
35140146,544,-0.4446342912,-0.4952392595,0.300418401,-0.7996699287,3,2,4,2
35140147,531,-0.5276305849,-1.29765407,0.6008423881,-0.899023953,2,1,5,1
35140148,1470,-0.2597647741,-0.8300003896,1.816988365,-0.7852886681,3,1,5,2
35140149,651,-0.02182737988,4.462197299,-0.8969321069,-0.495480206,4,5,1,3
35140150,286,-0.04117932773,-0.3593614389,-0.5524742343,-0.5880593275,4,3,2,2
35140151,346,-0.7846319822,-0.8117338296,-0.5879764038,-0.3110832448,1,1,2,3
35140152,328,-0.2029903493,-0.8010058382,0.5034756356,-0.6646982667,3,1,4,2
35140153,827,0.4115165466,1.205795696,-0.1106537943,-0.4128776511,4,5,3,3
35140154,421,1.093916999,0.9430607435,1.719627931,-0.5630272009,5,5,5,2
35140155,421,0.8465944282,-0.1038403876,1.841676555,-1.061087435,5,3,5,1
35140156,532,0.4205296522,0.00239455483,1.083938769,-0.9221036801,4,3,5,1
35140157,492,1.436659841,1.110427663,1.469392668,-1.032433872,5,5,5,1
35140158,464,2.257670861,1.227676445,1.225339043,-0.6362316955,5,5,5,2
35140159,413,0.9630433476,0.8052102253,-0.1573521233,-1.061514315,5,5,3,1
35140160,710,1.218367626,-0.08748368201,2.909271044,-0.7101612736,5,3,5,2
35140161,536,1.440277603,0.3709294929,2.428640333,-1.332668815,5,4,5,1
35140162,555,0.9127225243,0.5636118195,0.6700813843,-0.6726181821,5,4,5,2
35140163,459,1.280077205,0.2032384316,2.348738031,-1.101130569,5,4,5,1
35140164,493,0.8376005546,-0.3405234255,1.171958209,-0.5401647397,5,3,5,2
35140165,496,1.237255833,0.4530269551,2.023749793,-0.8297902314,5,4,5,1
35140166,629,-0.4513760272,-0.5197474793,1.78610561,-0.9220016984,3,2,5,1
35140167,540,0.5054897417,1.243341315,0.3983418834,-0.8230407928,4,5,4,1
35140168,593,-0.3585587475,-0.1311529698,1.369184673,-0.8149330451,3,3,5,1
35140169,507,0.01894394492,-1.21352751,1.549147813,-1.223841486,4,1,5,1
