DAUID,instability,deprivation,dependency,ethnic_concentration,year,patient_volume
35203126,-0.1856976448,-0.2212628757,0.1889526029,-0.2945381426,2016,0.0
35203127,1.598781603,-0.2154356954,-0.03157026816,0.7625858611,2016,0.0
35203128,0.3057186191,0.236213815,0.2862524725,0.38866279,2016,0.0
35203129,1.88051772,0.6419988241,-0.7802542217,0.4757760389,2016,0.0
35203130,1.882689641,1.011928691,-0.9165547865,0.2550494087,2016,0.0
35203131,1.912633507,1.000486431,-1.25993198,1.46812346,2016,0.0
35203132,2.221670702,0.5559388881,-0.7569496256,1.578521059,2016,0.0
35203133,2.004092547,0.7584369589,-0.8776312157,1.195530007,2016,0.0
35203134,1.950399363,1.204961409,-0.2341676996,0.377518236,2016,0.0
35203135,-0.5832698134,-1.061363323,-0.2371852611,-0.4146700354,2016,0.0
35203136,-0.3320284463,-1.288772538,0.326531848,0.05373084873,2016,0.0
35203137,-0.259780348,-1.390666527,0.721431117,-0.4822849958,2016,0.0
35203138,-0.401712936,-0.6727767734,0.1929391425,-0.4079184546,2016,0.0
35203139,-0.9443449061,-0.8548058511,-0.4696785389,-0.471706697,2016,0.0
35203140,-0.9699052027,-0.9886451038,-0.76719536,-0.4711591475,2016,0.0
35203141,-0.7248229377,-1.17420782,-0.2339776321,-0.5874009273,2016,0.0
35203142,-0.948631946,-0.929477603,0.1261907522,-0.5989697801,2016,0.0
35203143,1.590128392,0.811497447,-0.7185043414,0.8632556784,2016,0.0
35203144,2.422063237,1.663023922,-1.591830381,0.7640543265,2016,0.0
35203146,1.136843497,-0.9697202721,-0.03617130066,-0.5793074923,2016,0.0
35203147,0.5142689527,-0.8958042798,-0.2969478325,-0.1466274377,2016,0.0
35203148,0.8686336642,-1.318171096,0.1228799493,-0.2748731264,2016,0.0
35203149,1.796270092,-1.761133618,-0.6337119131,-0.05866776758,2016,0.0
35203150,-0.5141826399,-0.9104134041,-0.3705171128,-0.6911754747,2016,0.0
35203151,-0.634402034,-0.7386375816,-0.6984893066,0.0333167109,2016,0.0
35203152,0.3756990973,-1.049310235,-0.3254230215,-0.2805485034,2016,0.0
35203153,0.2401699671,-1.681680727,-0.7170945635,0.01834627924,2016,0.0
35203154,0.1361871746,-1.181706064,-0.215407001,-0.2191549182,2016,0.0
35203156,2.502524216,2.329911305,-0.7768621747,0.5475990201,2016,0.0
35203157,2.841282983,-1.517551418,-1.345247043,0.5573460604,2016,0.0
35203160,2.052888546,-0.8647460977,-1.343524256,0.1692147541,2016,0.0
35203161,3.277604901,1.454809737,-0.4774597653,1.597797922,2016,0.0
35203162,1.695835909,-1.440059385,-1.086281782,-0.287952608,2016,0.0
35203163,1.544640584,-0.9826268577,-0.5792996899,-0.1957946312,2016,0.0
35203167,2.910614849,1.034790038,-1.332039674,-0.3421555358,2016,0.0
35203170,1.967610568,-0.3808258645,-1.07404445,0.152516243,2016,0.0
35203174,0.1853109544,-0.340266735,0.5846448211,-1.143675832,2016,0.0
35203175,2.565959067,-1.672296835,-0.9065263574,-0.3111248316,2016,0.0
35203176,2.802284307,-1.343618101,-1.135533069,0.00407012645,2016,0.0
35203177,2.129821576,-1.121393464,-1.173016855,-0.3263911537,2016,0.0
35203183,0.8660398625,0.3776499738,-0.3448123603,-0.4123649465,2016,0.0
35203184,1.065605934,-0.6778543636,-0.2235234614,-0.426659826,2016,0.0
35203185,0.1480137552,-0.5595763363,-0.7264186013,0.006310935946,2016,0.0
35203190,1.252308209,-1.33319584,-1.261146872,-0.1879423357,2016,0.0
35203191,0.5886396301,-0.7744212565,-0.8403751631,-0.2185121302,2016,0.0
35203192,0.667056763,-0.05691137125,-0.6483667247,0.4316724383,2016,0.0
35203193,1.485575945,-0.1448872487,-1.121435264,-0.2162668571,2016,0.0
35203194,0.5006042087,-0.4101180094,-0.9905745206,0.2788922056,2016,0.0
35203195,2.139816398,2.657552168,-0.5334604992,1.424479736,2016,0.0
35203196,0.7702308813,-0.9192312049,-1.104695632,-0.2046090115,2016,0.0
35203197,0.4380864432,-1.163229593,-0.2883875856,0.2704139874,2016,0.0
35203198,1.029478609,1.196822385,-0.4560492567,-0.1121876127,2016,0.0
35203199,1.147976983,1.048633543,0.3631366949,0.5571692351,2016,0.0
35203200,0.7707105342,-0.5008788075,0.6783293396,0.1316874865,2016,0.0
35203201,0.5357843564,0.4412801306,-0.9327225307,1.341051135,2016,0.0
35203202,0.922351192,-0.01586250988,-0.859531433,-0.002008914394,2016,0.0
35203203,-0.003838927044,-0.3573926405,-1.436821401,-0.6505194249,2016,0.0
35203204,0.7399205202,-0.7446579903,-1.080379155,-0.3238582341,2016,0.0
35203208,-0.6226706283,-0.4740375616,-0.5369843252,-0.09844374541,2016,0.0
35203209,1.076314975,2.159829904,-0.69817574,0.4004317891,2016,0.0
35203210,0.4727720241,-0.1887862556,-1.284054559,0.2427935264,2016,0.0
35203211,-0.1934801136,-0.204832812,-0.2776819928,0.1626423287,2016,0.0
35203212,0.7905211574,-0.4473066563,-1.08698946,0.04308279697,2016,0.0
35203213,0.8191528037,-0.1816358422,-1.095689265,-0.01204845808,2016,0.0
35203214,1.123181484,-0.3006066617,-0.8267353017,0.306374244,2016,0.0
35203216,1.994990618,3.515680062,-0.5538214172,1.11025637,2016,0.0
35203217,0.6719899534,-0.247298621,-1.249115779,-0.152611701,2016,0.0
35203218,0.6198853879,-0.3880399371,-1.227517903,-0.04655726866,2016,0.0
35203219,0.3303313273,-0.3478411514,-1.44652527,-0.006715608035,2016,0.0
35203220,0.4804650096,0.0514064168,-0.04457032547,-0.03047220465,2016,0.0
35203221,-0.3225205567,-0.3598253229,-0.7547457832,-0.06535602941,2016,0.0
35203222,-0.1300316357,0.6969802898,-0.3949012391,0.527826304,2016,0.0
35203223,1.087754377,-0.3032369956,-0.6336476536,-0.2046177414,2016,0.0
35203224,0.2099257596,0.4318706621,-0.4556488555,0.2250918681,2016,0.0
35203225,0.2516848019,-0.3474480176,-0.9206656023,-0.1463308163,2016,0.0
35203226,0.3679220254,0.186917912,-0.9479049879,0.2915814378,2016,0.0
35203227,1.081755881,0.9241701479,-0.7397397158,0.2860856952,2016,0.0
35203228,1.825862314,-1.131739388,-0.4033812788,-0.4176107169,2016,0.0
35203229,0.2991072199,-0.9571159453,-0.4435541003,-0.5956960283,2016,0.0
35203230,1.080846579,-0.07940274729,-0.327390233,-0.45149843,2016,0.0
35203231,1.585294086,-0.5625585714,-0.5199319473,0.04135871937,2016,0.0
35203232,1.751312365,-0.8038365808,-1.048049094,-0.3893320099,2016,0.0
35203233,1.139752,-0.3144901594,-0.3436814298,-0.5722020597,2016,0.0
35203234,1.93805205,-0.6990586648,-0.8504940636,-0.3250242722,2016,0.0
35203235,0.7304645238,-0.4369815925,-1.052959599,-0.2584431976,2016,0.0
35203236,0.4832885094,-0.9420552986,-0.7284707037,-0.5052155661,2016,0.0
35203237,-0.1089549912,-0.979854744,-0.7274642071,-0.02151782276,2016,0.0
35203238,0.08145031863,-0.7563204585,-1.012222712,-0.7633776922,2016,0.0
35203239,1.59886781,-0.2657604052,-0.5774681341,-0.4809514538,2016,0.0
35203240,0.949942228,-0.5160792594,1.136934862,-0.4136067744,2016,0.0
35203241,1.468786154,-0.7866352901,-0.3156407182,-0.6380688365,2016,0.0
35203242,-0.4890112292,-0.6933036804,-0.5529680957,0.1283449661,2016,0.0
35203243,-0.1756610678,-0.2512301231,-0.41602016,-0.175268629,2016,0.0
35203244,0.7967753923,-0.3487438877,-0.4363848578,-0.8172178559,2016,0.0
35203245,-0.171161271,-0.8216203491,-0.7563264198,-0.2594254515,2016,0.0
35203246,-0.3370765806,-0.2987578231,-0.2236780773,-0.1679115497,2016,0.0
35203247,0.1431392407,-0.4498353684,-0.6556661212,-0.4426302197,2016,0.0
35203248,-0.1962772568,-0.5375926295,-0.3873745018,-0.177738474,2016,0.0
35203249,-0.2263930988,-0.8335936132,-0.4683719393,-0.6435181594,2016,0.0
35203250,0.5905700657,-0.2721860676,-0.151789437,-0.2309268994,2016,0.0
35203251,1.409041691,1.304871776,-0.9077955935,1.441364319,2016,0.0
35203252,0.04485654469,-0.8147805495,-0.1516407262,-0.09258361802,2016,0.0
35203253,0.4626293313,-0.07145627465,-0.3716127392,-0.368947897,2016,0.0
35203254,1.154384079,0.7217571826,0.007409100158,-0.6514426623,2016,0.0
35203255,0.2796083541,-0.06399985487,-0.4772384792,0.02016736019,2016,0.0
35203256,-0.008556195078,-0.4036922272,-0.9475086983,-0.1656137277,2016,0.0
35203257,2.857642168,3.068048946,1.199533074,-0.1859798952,2016,0.0
35203258,-0.0118839999,0.6298735641,-0.2186879936,0.6392690172,2016,0.0
35203259,-0.2343592579,0.06760437109,-0.2673740728,0.2782850987,2016,0.0
35203260,-0.3923477183,-0.03387184819,-0.5458507905,0.2625096943,2016,0.0
35203261,-0.2906198414,0.3234751146,-0.2869890194,-0.151817009,2016,0.0
35203263,-0.03656400765,-0.08631492641,-0.228066374,-0.02916566153,2016,0.0
35203264,0.2329311127,0.3818428767,1.195945124,-0.1701808651,2016,0.0
35203265,0.126925502,0.05300791053,-0.3727633017,-0.3236494193,2016,0.0
35203266,-0.1729912156,-0.5548679953,-0.2436012635,-0.1959073013,2016,0.0
35203267,-0.3062021342,0.1811495236,0.01596251119,0.2333735754,2016,0.0
35203268,-0.4282603071,-0.1337058079,-0.1537069852,0.8677785932,2016,0.0
35203269,-0.008508012515,0.3463789483,-0.444792731,0.6849713129,2016,0.0
35203270,0.2704541131,1.831812698,0.06272344083,-0.2732895087,2016,0.0
35203271,-0.2891161707,0.4271776849,-0.4419062482,0.2315755989,2016,0.0
35203273,-0.614130534,-0.6691752706,-0.6778562604,1.681118158,2016,0.0
35203274,1.666064012,1.288069128,0.08715100117,0.9928308714,2016,0.0
35203275,2.665301913,2.913434855,2.581678597,0.9879893373,2016,0.0
35203276,0.07959872295,-0.08974823103,-0.1684465156,0.461130943,2016,0.0
35203277,-0.1371878523,-0.7433873435,-0.4156344792,-0.03735331085,2016,0.0
35203278,-0.254503974,0.1501768571,-0.4231416653,-0.2323045975,2016,0.0
35203279,-0.5867941508,-0.6218826376,0.2849207989,-0.3967455929,2016,0.0
35203280,-0.5399863346,-0.1324708994,0.3829944116,0.536534108,2016,0.0
35203281,-0.654490683,0.9285953932,-0.6321384828,1.16527181,2016,0.0
35203282,-0.4172043415,-0.8391412545,0.1713016413,0.7787981207,2016,0.0
35203283,-0.9901232972,0.6252528281,-0.09786199058,0.6777164602,2016,0.0
35203284,-0.4378503612,0.01586596263,0.2535101984,0.1213516477,2016,0.0
35203285,-0.03622680815,-0.3043174521,-0.2071103513,0.1414479968,2016,0.0
35203286,0.1876003172,3.494371595,-1.081385063,1.988392805,2016,0.0
35203287,-0.4092448358,0.2124565762,0.03952125254,-0.2423557927,2016,0.0
35203288,-0.874561436,-0.07434238087,-0.3815796423,0.7497353877,2016,0.0
35203289,0.3836168423,0.08653625258,0.07705552073,1.120070775,2016,0.0
35203290,1.519898642,1.677936548,-0.24301989,2.329099417,2016,0.0
35203291,1.572087368,4.183017936,-0.7174175312,2.269345398,2016,0.0
35203292,-0.8846553019,0.5549227368,0.5493407893,1.027364316,2016,0.0
35203293,-0.2460210369,0.2603178686,0.3451385652,1.564472589,2016,0.0
35203294,-0.4445128436,0.3011299183,0.7793439698,1.037194843,2016,0.0
35203296,-0.8199441914,0.5321628836,1.916030916,-0.07014834781,2016,0.0
35203297,-0.6717827562,0.3606797184,0.05453278757,1.098368928,2016,0.0
35203298,-0.38488135,0.1564169941,-0.278126027,0.9363920821,2016,0.0
35203299,-0.5623826571,0.5439875317,0.03454586287,0.7689726747,2016,0.0
35203300,0.02641973631,0.6259247909,0.06258445641,1.608790148,2016,0.0
35203301,-0.3369583538,0.06521201086,-0.1832856057,0.8351704608,2016,0.0
35203314,-0.394025746,-0.3387238595,-0.08981993173,0.3498854156,2016,0.0
35203315,0.4464886389,-0.2686790399,1.310244286,-0.1563327138,2016,0.0
35203316,-0.7733448313,-1.172760728,-0.273376514,-0.09382026467,2016,0.0
35203317,-0.9805230178,-1.023873376,-0.03744409775,-0.2411875942,2016,0.0
35203318,-0.688257991,-0.3479484476,-0.11476731,-0.3760258024,2016,0.0
35203321,-0.2932084538,-0.276518299,0.7673820244,-0.4201969948,2016,0.0
35203322,-0.4309983605,-1.005792774,0.4112525507,-0.3727805364,2016,0.0
35203323,-0.681644334,-0.1961185971,0.2426152362,-0.02708663984,2016,0.0
35203324,-0.1803423813,2.495124129,-0.5728250822,1.373142036,2016,0.0
35203330,1.313247182,4.180486124,-0.7081475285,4.195568799,2016,0.0
35203331,1.331708411,3.41424185,-1.044840163,2.086950634,2016,0.0
35203332,-0.473057229,-0.05909827642,-0.2167283952,1.32137101,2016,0.0
35203333,0.009914046675,-0.1661878023,0.6607437295,0.6561250439,2016,0.0
35203334,-0.572849251,0.6732474663,0.008155148259,1.343126305,2016,0.0
35203337,-0.588455311,1.07148937,-0.1786838288,0.4908097919,2016,0.0
35203338,-0.6958588426,1.076402328,0.7189222059,1.356666675,2016,0.0
35203339,-0.4138420821,0.502185732,0.01277985523,1.104890535,2016,0.0
35203340,0.9362958509,4.021012058,-0.8505322646,1.724621244,2016,0.0
35203342,1.343130611,0.4732357008,3.058175704,-0.1761990807,2016,0.0
35203344,0.3286168956,-0.09175581727,0.5191729307,-0.2919809211,2016,0.0
35203345,-1.393520516,1.999953558,0.036454695,1.546720767,2016,0.0
35203346,-1.518507919,1.169032394,0.4676562443,2.146495095,2016,0.0
35203347,-0.8923081376,0.554460961,0.05051054084,1.82334261,2016,0.0
35203348,0.549642979,2.802652772,-0.3624500784,3.210803064,2016,0.0
35203350,2.752164847,2.582159633,3.866209887,1.686647794,2016,0.0
35203351,-0.5147500146,0.7059965613,0.01820682925,2.188916789,2016,0.0
35203352,0.4319118485,2.31422532,-0.5752975989,2.450468057,2016,0.0
35203353,-0.5627585065,0.9016182104,-0.06885765273,1.858756971,2016,0.0
35203354,-0.3648582563,0.3468316379,-0.2931037497,1.428697157,2016,0.0
35203355,-0.8869238278,0.249436086,0.1348134884,1.644988921,2016,0.0
35203356,-0.2507471617,0.83713512,0.281903521,2.044914534,2016,0.0
35203357,-1.034467892,0.2359800499,0.3983507643,0.6292983214,2016,0.0
35203358,-0.4821616141,0.76277558,-0.2785055036,0.991983142,2016,0.0
35203359,0.0104107444,0.1561191771,-0.5138285567,2.538658327,2016,0.0
35203360,-0.3153322573,-0.4709382343,-0.2132631977,1.109839042,2016,0.0
35203361,-0.7109185938,0.2681339581,-0.1659399213,1.177938716,2016,0.0
35203362,-0.5345973253,0.03205585216,0.9463759235,0.5506750772,2016,0.0
35203363,-0.7842807321,0.9057311252,1.024343516,0.4747524214,2016,0.0
35203370,-0.1773496596,0.6084677827,-0.8692402388,2.241704232,2016,0.0
35203371,0.4780272768,2.033722876,-0.9375156114,3.755333011,2016,0.0
35203372,0.9155653073,-0.2747725736,-1.116099723,4.219985459,2016,0.0
35203373,-0.7477070995,0.2477244199,-0.04154680829,1.123731878,2016,0.0
35203374,-0.6653094706,0.5647993039,0.6255176527,1.022724234,2016,0.0
35203375,-0.5978128267,0.009647908159,0.6570302738,0.9136886005,2016,0.0
35203376,-0.6234911337,0.4571829824,0.6874745499,1.527269046,2016,0.0
35203377,-0.4791977735,0.3708749353,-0.2535971625,1.302695207,2016,0.0
35203378,-0.5835748226,0.1398511114,0.8015601563,0.6490691413,2016,0.0
35203379,-0.3271689746,0.7213164536,0.9981942287,1.228893267,2016,0.0
35203380,-0.2158209646,0.3500826574,0.1717059983,1.559264122,2016,0.0
35203381,-0.6032586763,0.4958798464,0.05956147413,0.8237231308,2016,0.0
35203382,-0.6307521856,0.2205191548,-0.02931472987,0.4586385604,2016,0.0
35203383,-0.6594746959,0.1096863163,0.7031320224,0.3922454451,2016,0.0
35203384,-0.3969517617,-0.1795252399,0.4449335297,0.7936317077,2016,0.0
35203385,-0.5930875607,-0.2957175471,0.7538338072,0.614709264,2016,0.0
35203386,-0.6096206693,0.2200929585,0.5111998597,0.2435520553,2016,0.0
35203387,-0.1062475399,0.1175410218,0.08743412576,1.581761215,2016,0.0
35203388,-0.3699291567,1.313799916,0.3743981855,0.6950567799,2016,0.0
35203389,-0.417070567,0.7425541427,0.03093976285,1.109023978,2016,0.0
35203391,-0.2055124265,0.8133511194,0.2082806293,0.9300406624,2016,0.0
35203392,-0.6739714494,0.2250242137,-0.8988343352,1.49249625,2016,0.0
35203393,-0.2813999736,0.9346350244,0.02058548232,0.5724167171,2016,0.0
35203394,2.71759078,1.693325834,7.620365076,1.067035748,2016,0.0
35203395,-0.6135288382,0.648637193,-0.177710925,1.163082295,2016,0.0
35203396,-0.6447982638,1.092040047,0.1486969194,1.042587912,2016,0.0
35203399,-0.6826718212,-0.2785988651,-0.1029242758,0.5743905698,2016,0.0
35203400,-0.6556656611,-0.1687747198,0.9823488658,0.3317248824,2016,0.0
35203401,-0.5963505591,0.5724640285,0.56916221,0.7661194805,2016,0.0
35203402,1.181325905,0.3247757314,-0.6136498213,2.041038747,2016,0.0
35203403,0.374558794,0.1175656586,-0.6494876564,2.089205619,2016,0.0
35203404,-0.137897211,2.137295742,-0.174341814,2.982052018,2016,0.0
35203405,0.06186441817,2.739214616,-0.641496763,3.543965292,2016,0.0
35203406,-0.01113455795,2.45527709,-0.2856128092,1.987725706,2016,0.0
35203407,0.1701638795,2.251563525,-0.1684908643,1.660193578,2016,0.0
35203408,0.2239761828,0.283190493,0.02279607699,1.410315126,2016,0.0
35203409,-0.3250584747,0.1374750903,0.1639716519,1.068819436,2016,0.0
35203410,-1.014853259,0.9244086384,0.8480593709,1.389168803,2016,0.0
35203411,0.07623198517,0.9104840616,-0.2340205321,1.16517767,2016,0.0
35203412,-0.4205054219,0.2396410614,-0.03946405303,1.234159349,2016,0.0
35203413,-0.6937362967,-0.06511813371,0.03199525364,0.9502502069,2016,0.0
35203414,-0.6865479643,0.1571888459,-0.3498563595,0.7342426413,2016,0.0
35203415,-0.1768412468,-0.3825762804,0.1195336292,1.820567922,2016,0.0
35203416,-0.06701656283,0.6305358203,0.05736659737,1.860728102,2016,0.0
35203417,-0.4903349697,0.05648353359,-0.1130375611,0.6596726001,2016,0.0
35203418,-0.402393953,0.7188888181,-0.07055314612,1.667709772,2016,0.0
35203419,0.1212271499,0.6081331358,1.515557645,0.5789175689,2016,0.0
35203420,-0.3684799295,0.358095645,-0.07055221947,0.7880172492,2016,0.0
35203421,0.3183160773,0.4557754271,-0.2075982842,1.628243032,2016,0.0
35203422,-0.3679628658,0.0364005682,-0.3667846408,1.487013834,2016,0.0
35203423,-0.3114045758,0.07008365385,-0.3627751868,1.663491501,2016,0.0
35203427,-0.3154597782,0.7637937175,-0.05244070403,2.457524095,2016,0.0
35203435,0.3240903264,0.3866211852,0.3578019514,1.594838733,2016,0.0
35203439,0.8879945102,0.678432153,-0.4457560209,1.510551122,2016,0.0
35203440,-0.1112705001,0.3313167268,-0.4070443478,1.64846977,2016,0.0
35203441,-0.3600836412,1.029433392,0.09956767675,0.5947088939,2016,0.0
35203442,-0.1192258155,1.256478456,-0.04278034898,0.307647818,2016,0.0
35203443,0.0046264862,0.2666088764,0.3985059736,1.155256945,2016,0.0
35203444,1.044577313,1.330162061,-0.1797860258,0.5408710764,2016,0.0
35203445,-0.4724057702,0.5626002998,0.0738072701,1.20312467,2016,0.0
35203446,0.02691689102,0.6995546502,-0.2474102147,1.193761972,2016,0.0
35203447,-0.2828365361,0.562757892,-0.2018787376,1.048539762,2016,0.0
35203448,1.407160564,5.120302863,-1.193281052,2.43531042,2016,0.0
35203449,1.247027588,1.414022499,-0.9386805252,3.606853218,2016,0.0
35203450,0.4476688738,0.8849076955,-0.8841172488,2.179279709,2016,0.0
35203451,-0.5279925627,0.3618507057,-0.4269164028,1.448261774,2016,0.0
35203452,0.788307953,2.065828867,1.284093124,1.023608162,2016,0.0
35203458,0.02643975173,0.6247311186,-0.2723439972,2.097689485,2016,0.0
35203461,-0.3497002879,0.3177175367,0.5363843729,0.9702773411,2016,0.0
35203462,-0.2791850283,0.09686548962,0.2959335414,1.60871366,2016,0.0
35203463,-0.2027982895,0.2692624961,0.5105346353,0.6351801034,2016,0.0
35203465,0.7480777077,0.964363349,0.03950085382,1.423066588,2016,0.0
35203466,0.9777785321,1.208207281,-0.2510683309,1.919662992,2016,0.0
35203467,-0.2195221744,0.4191431798,0.1878438815,0.5470935305,2016,0.0
35203468,-0.2645106026,-0.05151703074,0.1762369156,1.620152293,2016,0.0
35203469,1.039939413,1.17998865,0.7387982905,1.220623877,2016,0.0
35203470,1.538269988,0.3544877471,-0.7463975757,2.3101757,2016,0.0
35203471,1.767875789,1.199542386,-0.5776092251,2.025799766,2016,0.0
35203472,1.340998286,3.863968888,-0.0006270649144,1.682874282,2016,0.0
35203479,-0.5222216186,0.5434786158,-0.5033793477,1.051518876,2016,0.0
35203480,-0.683666284,0.1693758899,-0.6993986669,0.9751614174,2016,0.0
35203482,-0.06968207118,-0.4520397341,-0.6328055194,1.069162122,2016,0.0
35203483,-0.08611270033,0.5717854847,-0.2072744152,0.7214776317,2016,0.0
35203484,-0.295909343,-0.1484915748,-0.285476176,0.5507161756,2016,0.0
35203485,-0.6484851863,-0.04714086572,-0.7647324398,0.7691257799,2016,0.0
35203486,1.341506748,3.896145978,-0.299513655,1.638059432,2016,0.0
35203489,0.05753330699,0.2620937807,0.2710078648,0.1464654874,2016,0.0
35203490,-0.0423632094,-0.1439263188,-0.0299138781,0.6640783391,2016,0.0
35203491,0.3554742615,-0.06589791366,-0.2257352212,1.24164271,2016,0.0
35203492,0.6529605098,1.380043968,0.2319632469,0.2226499771,2016,0.0
35203493,-0.3431971755,0.927317082,-0.5585340583,1.492777806,2016,0.0
35203494,-0.1597959752,0.2536209875,-0.2482958609,0.9038571278,2016,0.0
35203495,-0.1283968797,0.7152368407,-0.1934987913,1.059043033,2016,0.0
35203496,-0.1652630273,0.5658014218,-0.1291729455,1.466422744,2016,0.0
35203498,-0.1441163487,0.01552008719,-0.5458715482,1.333251957,2016,0.0
35203501,-0.7780235518,0.5579642672,0.02909270016,1.211121225,2016,0.0
35203502,-0.1944765571,1.372844755,-0.3375604939,1.251651048,2016,0.0
35203503,-0.7199077187,-0.3357817141,-0.7927282493,1.726055313,2016,0.0
35203504,0.1756233721,1.903924327,0.1414952204,0.2461588171,2016,0.0
35203505,0.1252780138,1.223679885,-0.2034090843,1.656672573,2016,0.0
35203506,1.075610535,-0.1549211183,-0.3498842006,0.3726912163,2016,0.0
35203507,-0.6445840484,0.083310167,-0.3051216938,0.2306457731,2016,0.0
35203508,-0.3509516217,0.1671186855,-0.683770652,-0.5273796012,2016,0.0
35203509,0.8813499447,0.5929881833,0.5494733444,0.91175748,2016,0.0
35203510,2.53830067,2.297497817,3.448206846,1.186594405,2016,0.0
35203511,-0.09352934228,0.5821627708,-0.157285721,1.040840778,2016,0.0
35203512,-0.2605518446,0.9572252108,-0.08238475369,1.130374236,2016,0.0
35203513,-0.2093478532,2.073876716,-0.5910277398,1.576281239,2016,0.0
35203519,-0.4541264913,-0.6799089238,-0.2970902244,0.731869916,2016,0.0
35203520,1.245542657,1.308495448,-0.9942575381,3.447460134,2016,0.0
35203521,0.1332284012,-0.562781628,0.4818504693,0.3539690923,2016,0.0
35203522,0.4010863646,-0.0416276893,-0.5941993922,1.505892834,2016,0.0
35203523,0.3285901025,0.8240940704,0.142940229,0.9951955498,2016,0.0
35203524,-0.4566913872,-0.5512824703,-0.07320012151,0.1805130727,2016,0.0
35203525,-0.2050048646,-0.3271059115,-0.03990962746,0.7821562683,2016,0.0
35203526,-0.523121733,0.615534288,0.5514706913,0.1018982941,2016,0.0
35203527,0.4667973347,-0.7305947138,-0.01390504273,0.3989478561,2016,0.0
35203528,-0.5505200086,0.2552004801,-0.133536115,0.2763736979,2016,0.0
35203529,-0.3443463321,0.7578989482,-0.3213052397,1.223288947,2016,0.0
35203530,-0.5482396772,0.380311305,0.04787700185,1.107701559,2016,0.0
35203531,-0.141085764,-0.1728256135,0.3701570389,0.2858976104,2016,0.0
35203532,-0.5130074313,0.2917812995,-0.1912440922,1.302514482,2016,0.0
35203533,-0.5312475714,0.9845765088,-0.1821509515,1.163549275,2016,0.0
35203534,-0.6791898322,0.4214777829,0.6854408996,0.8324385751,2016,0.0
35203535,-0.4528900352,0.2043820681,0.2462428764,1.653158661,2016,0.0
35203536,-0.6126743877,0.4449042731,0.541191377,0.895840685,2016,0.0
35203537,0.1020743149,0.4406869258,-0.2940321281,2.953350342,2016,0.0
35203538,-0.4945480868,0.02556908748,-0.1380324536,1.069973548,2016,0.0
35203539,0.6194792144,1.035300181,-0.1915180245,0.4878972107,2016,0.0
35203540,-0.1500879424,1.462870002,-0.4857378332,0.522814692,2016,0.0
35203541,1.043732587,0.5382972595,0.3985308921,0.9641581513,2016,0.0
35203542,0.3905534314,1.962716026,-1.274597475,2.101311198,2016,0.0
35203543,-0.5108616082,0.4100432834,-0.2029619645,0.8929645769,2016,0.0
35203544,-0.5211854306,0.5368068811,-0.03208798458,0.461213098,2016,0.0
35203545,-0.4387178162,0.3955645685,-0.168308593,0.8198251388,2016,0.0
35203546,-0.3854956674,0.536204004,-0.2590556549,0.9311555835,2016,0.0
35203547,0.2706126809,0.6438526008,-0.3493476151,1.295156829,2016,0.0
35203548,0.8123472431,1.02902581,-1.020121142,2.524082733,2016,0.0
35203552,-0.1696814009,0.400652256,-0.4247083913,1.741180802,2016,0.0
35203554,-0.4680747997,0.2012519365,-0.1580322216,0.8984637083,2016,0.0
35203561,1.107310615,0.6342425561,-0.6462477856,2.630818874,2016,0.0
35203566,0.6687773557,-0.07666662278,-0.1242972861,1.333357569,2016,0.0
35203567,0.1191750485,0.6063423779,-0.05424523095,2.205574127,2016,0.0
35203568,0.7214415013,1.8212331,0.02343488771,1.259399311,2016,0.0
35203569,-0.4684849027,-0.02445551021,0.4460916788,0.08185613183,2016,0.0
35203570,-0.6586079201,0.8844378244,0.2956504557,0.6860593447,2016,0.0
35203571,-0.4159917936,0.05436400206,0.6258979977,0.751247372,2016,0.0
35203572,-0.1714213105,-0.2946760088,-0.265483378,0.4683500002,2016,0.0
35203573,-0.2670474717,0.8021168419,-0.1174252801,0.902273933,2016,0.0
35203574,-0.4213326907,-0.2194355369,0.003455068817,0.9113977126,2016,0.0
35203575,-0.6286909406,-0.0580179049,0.279808927,0.2015889067,2016,0.0
35203576,-0.23103269,-0.1793581819,0.5201482193,0.9866878097,2016,0.0
35203577,-0.1413581195,0.009949901625,0.01968824138,1.20263767,2016,0.0
35203578,-0.06127352116,-0.2653822014,0.1912477904,0.2392620153,2016,0.0
35203579,-0.2856297282,0.337500096,0.6336841635,0.6683195159,2016,0.0
35203580,1.865014992,1.492317981,-0.6493836597,2.465372584,2016,0.0
35203581,-0.1280012414,0.5383000613,-0.1840013613,0.6443990411,2016,0.0
35203584,1.903889985,0.8845455846,-0.9701802596,2.108423629,2016,0.0
35203585,-0.116740967,-0.4050929031,0.133486644,1.032959815,2016,0.0
35203586,-0.5616387094,0.3068461752,-0.7696437596,0.009227397031,2016,0.0
35203587,-0.4822133366,-0.3184361021,0.005207005845,0.9935960059,2016,0.0
35203588,-0.3844525861,-0.1219513129,0.310019401,0.9329412865,2016,0.0
35203589,-0.2383559437,-0.3613259689,0.2569303749,1.23523603,2016,0.0
35203590,-0.0391376557,0.1461054516,0.05290493433,1.733293367,2016,0.0
35203591,0.5028460315,0.9880225411,-0.8568452152,2.640457646,2016,0.0
35203592,-0.2197238525,-0.3915181669,0.3439469001,1.208888544,2016,0.0
35203593,-0.3377959972,0.1494160563,0.3238184963,0.5967244586,2016,0.0
