DAUID,material_deprivation,residential_instability,dependency,ethnic_concentration,patient_volume_2021
35010225,1.3670813368510073,1.5110430877588397,-0.6875827293600559,0.12170528031790073,0.0
35010226,2.171908820051763,1.4415351268376702,0.018562484869567582,0.8183512469074519,0.0
35010227,0.1454971860406363,-0.35815156387913993,0.98442614980024,-0.9873627389676456,0.0
35010228,-0.7804932370407661,-0.6384107848903491,1.0204497722458927,-0.43502380385399275,0.0
35010229,-0.5400531699504769,-0.5425973703556259,0.4675008048126259,-0.48057630404171714,0.0
35010230,-1.2250692773877554,-1.044931123530803,0.3476642053899643,-0.4843763109255151,0.0
35010231,-0.8606535669660039,-0.2882802806257937,0.0759890356570476,-0.9975426803826443,0.0
35010232,-0.22910921085279118,-0.6105055295013303,0.36652123493863686,-0.9497359924581257,0.0
35010233,-0.5329193867082833,-0.045755847235812344,0.11214381710026088,-0.9905785336799946,0.0
35010234,0.5097888459152444,-0.22509184917983177,0.2343179001913085,-1.0712336264537297,0.0
35010235,0.11270716518689942,1.4271759537628181,2.8946358945378674,-1.0124996307603877,0.0
35010237,1.787044571153568,1.2794789474272112,2.675803030462348,-0.7944900274718645,0.0
35010238,2.3246888116983246,1.470757088734378,-0.03527851979789041,-0.4683113697434733,0.0
35010239,1.8085977424829354,1.2558106535541467,0.8267791416735887,-0.23626420043894064,0.0
35010240,2.3158610234222103,0.9206150441731455,-0.838884819186622,-0.9692279440133584,0.0
35010241,3.061938440955141,0.7802564314702383,-0.9242057079561177,-0.695773924515485,0.0
35010242,2.8792169843832776,0.7526554772156988,-0.07042343255289835,-0.7731632239981063,0.0
35010243,2.1729339775473213,0.3026469227152473,-0.5223213827836434,-0.776398536145571,0.0
35010244,2.4900148186012148,1.2033874390996964,0.23096894152408728,0.1632005347522607,0.0
35010245,1.7825458954529365,0.9632295582753515,0.13663610641207874,-0.9178280878883924,0.0
35010246,0.9572922902320637,1.3305012865615458,0.5811068676902591,-0.9866663324790379,0.0
35010247,2.271510342683532,2.820736687620597,2.8397401959380657,-0.3656070390799395,0.0
35010248,3.3838214358177447,2.558342984968388,11.377696674804092,-0.05809717206738779,0.0
35010249,0.7180744811748289,0.9562808069215012,1.579179279614376,-1.0334219804099907,0.0
35010250,0.04900173562005694,-0.3968051791067502,0.37289089943425413,-0.7279989740496984,0.0
35010251,-0.10275353428920901,-0.6088759436146198,0.5390114694593916,-1.5224020984524436,0.0
35010252,0.0792111316980833,-0.1088751975375925,0.05851196065926201,-0.8213399117369217,0.0
35010253,0.14804108257641538,-0.2763687383888707,0.21852803786172287,-0.3559825561117825,0.0
35010254,-0.22846368517865223,-0.7269755586111147,0.9171733825446451,-0.8813550499105104,0.0
35010255,-0.6542295090746875,0.07865283503505037,0.5805150292519901,-0.3604206728096566,0.0
35010256,0.028027003504712933,-0.12679557074291428,0.549652906813942,-1.2690604846032747,0.0
35010257,0.02003391632572668,0.40058763858372537,0.3059243750048239,0.0287298396861235,0.0
35010258,-0.317168980962684,-0.10287046468463328,0.995307045636144,-1.0294998798960693,0.0
35010259,-0.9364230163446738,-0.3722201845424603,1.641311754317796,-0.9186250828499852,0.0
35010260,1.6776986981617794,-0.23676457274054305,0.12121024570006379,-0.7397734977617759,0.0
35010261,0.7971955325189224,0.4008175410155829,0.09000558666617478,-0.9071030147610029,0.0
35010262,-0.22963618660216548,-0.07351364442168196,1.7040784843046308,-1.1115462515734185,0.0
35010263,0.7206628966833637,-0.6995966075655679,1.828877456775405,-1.0237721477451749,0.0
35010264,0.24686448677911121,0.5237634029911948,1.0936615155439688,-0.6920604239379204,0.0
35010265,-0.3591825910058894,-0.7950016764586131,0.9804422737077391,-0.4725818115356403,0.0
