DAUID,material_deprivation,residential_instability,dependency,ethnic_concentration
35010260,1.1135770778412695,0.04170015072200517,-0.39290822330798275,-0.19284898142213797
35010261,1.123029063848804,-0.14441592859880753,0.6221572216182328,-0.9267469815560041
35010262,0.13174386022961573,-0.03952301975861924,1.290762234177596,-0.8888265706835857
35010263,-1.1592055928433174,-0.5913922011440302,1.682952569314072,-0.9381778432682997
35010264,0.1736742415158867,0.42225556310251094,1.251910492496946,-0.558461812906601
35010265,-0.7055077552628264,-0.6221520266068404,0.719603659620894,-0.8339254684126458
35010266,0.6850586594688802,0.7522831611479361,1.461004859730384,-0.5405824492786611
35010267,1.013101968333181,0.03187548761541302,0.9598478446276095,-1.1310555444949757
35010268,1.6364697245762023,1.8534894008156617,0.8793194332614674,-0.5567553142099559
35010269,0.023191199478060864,0.22298200991313624,2.0404099486342036,-0.7870735958743852
35010270,3.246133486935905,1.5730201028765731,0.013374872672067661,-0.6303586733914271
35010271,2.756269124046074,0.7124279436327555,-0.4849810630282032,-0.3349115129774312
35010272,3.3484522784332817,1.2498042573377082,-0.1658888422177906,-0.34408132212044484
35010273,-0.07529202767458654,-0.5624642522313925,0.3050943633021866,-1.0695401216354972
35010274,-0.34193804185425175,-0.7019777197890193,0.7500463847300761,-0.8885402111321085
35010275,-0.1341146699949421,-0.7702658775903726,0.2591086875023371,-0.7796985542180681
35010276,-0.5481557159386439,-0.7245742033749875,-0.6651504664257513,-0.7699903313498113
35010277,-0.3089151323964473,-0.7207906389987488,-0.47935191632663454,-0.8574670484663711
35010278,-0.43289685009734946,-0.8748135773150028,0.18179025717502661,-0.7251597771373384
35010279,-0.3604429598435327,-0.6414970654582457,0.17688257643988878,-1.2128117226985153
35010280,-0.10985640854992121,-1.0391085310595494,-0.13955701940807053,-0.7821361685837966
35010281,0.03706676259782099,-0.642329458235017,-0.12003317614230313,-1.2417828682411893
35010282,-0.9043913297617165,-0.6150218000430798,-0.5206007330072289,-0.878222531850249
35010283,-0.011100076575062151,-0.6343297923251141,-0.18285153107247018,-0.9483751970289231
35010284,-0.41623047907626387,-0.7044675989035079,-0.36212916556398045,-0.932142439822929
35010285,0.5435613933396646,-0.4231221929101484,0.5672133757075626,-1.1943892780073049
35010286,-0.8021579188024416,-0.5479926413073672,-0.14085314563136545,-1.0915321180686004
35010287,-0.059996812471950156,-0.45580009194213045,-0.21384029626329065,-0.9229308931386415
35010288,-0.3440423815085878,-0.22781726696608656,-0.7680084578071258,-0.9335992289097064
35010289,-1.0992819907505975,-0.15308347163693178,-0.7249473050179367,-0.6972261637633417
35010290,-0.5599274506653877,-0.7920866890279581,-1.2176194573497394,-0.885651095843244
35010291,-0.7725431571163488,-0.6738050843435821,-0.7339912552388483,-0.7279020282103423
35010292,-1.167896843243613,-0.6182535584351645,-0.6130682536442671,-0.9933453297918002
35010293,-0.10958704515878212,-0.47129823985248853,-0.5828313109656076,-0.794895296076511
35010294,0.03111428016326226,-0.46867716269496273,0.30985575941007437,-0.6490186082742144
35010295,0.36049826040919186,-0.20906050590328032,0.6190496201799005,-0.6307230762249372
35010296,0.5415213574799779,0.30609404467438,0.8656354665235046,-0.9728193221641988
35010297,-0.487271896326153,-0.15909616718608754,-0.6493505171399128,-1.2839205234937499
35010298,-0.43544508167936813,-0.8290468305936848,0.22476065867130834,-0.9975062382373523
35010299,-0.7087591825340843,-0.6331250024769066,-0.14328938051637352,-1.0152368294043974
35010300,-0.11886916664425079,-0.5856882845654401,-0.25271999347298824,-0.950386047246855
35010301,0.014419960149179123,-0.5133024374662956,0.3802935016440801,-1.0490296940303807
35010302,0.06317778277873465,-0.11858290851057665,1.2816636024656143,-0.653140569433482
35010303,0.48590470710136413,-0.8108123390560488,0.5894569714717803,-0.9848975343376647
35010304,0.7881091620386743,0.020895804457089245,2.5481528845906545,-0.7950506065341428
35010305,-1.1982439967630967,-0.4992666049388582,0.8569463983115231,-1.1532131193839756
35010306,-0.17196651969366333,-0.4130025117657083,1.5122544105948585,-0.8107676785222211
35010307,0.28055602080146913,-0.4561197466701391,1.4450290118861786,-1.120870697550313
35010308,-0.002003849856089146,0.21660870561038734,1.5381063364012513,-0.8012746150541677
35010309,2.693823126358084,0.5070786336729891,0.7078087540539991,-0.44891544917803533
35010310,0.22632178036580863,0.34609242018353026,1.6397074159520477,-1.1205821683397823
35010311,1.0884417643160809,-0.6661890291948522,0.8100850616474095,-1.0740316260256217
35010312,-0.23811842744592127,-0.6668214798955097,0.18946888188024585,-0.9080594849272964
35010313,-0.6927258442640558,-0.5053898847569858,0.7373509600516606,-0.9046199756457028
35010314,-0.3561257124639191,0.2338943600960972,1.6722736411749346,-1.0369083288636005
35010315,-0.4483568075261499,-0.2862990818897234,0.4648231729724302,-0.9358495387558418
35010316,0.3960893554596536,0.04357894550181931,0.7799184008287334,-1.3526268830236055
35010317,-0.4608720944888172,-0.5508969034049034,0.17719806906233934,-0.6337435142450178
35010318,0.37221253848556435,0.4807298211991379,0.6748495812694225,-0.729589738359167
35010319,-0.6217269855962683,-0.33776239810969455,0.5037738721170444,-0.5850039792688861
35010320,-1.132314819177453,-0.784568065573096,-0.03397289709708984,-0.7771542646429126
35010321,-0.31130098696725034,-0.7665957306006881,-0.1750372031843218,-0.5037754647336476
35010322,0.027410323544067552,-0.7505266617410471,-0.3969579457045054,-0.8521369824351568
35010323,-0.8300464277572788,-0.3071627930261607,1.4431796002167805,-0.9683600212004235
35010324,0.28141061914352256,-0.010900437102323676,1.5989830663556426,-0.9223825808002076
35010325,0.11165003596326262,0.7573600920981112,1.8766613616064594,-1.0338769835647323
35010326,-0.029032402716478188,-0.4955132725329269,0.620921943024282,-1.0337898285074871
35010327,0.4801917775314442,-0.6764597490455623,-0.17825211440168817,-1.2191529560272998
35010328,0.5146817828080057,-0.8778576215523444,0.22922997518290444,-0.8716844183821825
35010329,-0.25620024741968084,-0.48065943933892336,-0.1686540404639949,-1.124556442597
35010330,0.14439978071641685,-0.5559274320889678,0.12239395691631116,-0.5809095449395492
35010331,-0.21225562984274246,-0.6115105030137372,0.24120926193673684,-1.0140365152618094
35010332,-0.3690121386100117,-0.6257690259194899,-0.3192633278882464,-0.8348220555483143
35010333,-0.07886915151754395,-0.33227998729457925,-0.08621795372083603,-0.849300479917211
